Gall_sp,Status,Parasitoid,Total_number,Per_country
Plagiotrochus quercusilicis,bisexual,Mesopolobus mediterraneus,30,"ES 20,FR 2,IT 4,TN 4"
Plagiotrochus quercusilicis,bisexual,Mesopolobus tarsatus,3,ES 3
Plagiotrochus quercusilicis,bisexual,Mesopolobus tibialis,106,"AD 11,ES 95"
Plagiotrochus quercusilicis,bisexual,(Nieves-Aldrey 1983a; Pujade-Villar 1994a; Pujade-Villar & Ros-Farré 1998a; Bellido & Pujade-Villar 1999a; Garrido Torres & Nieves-Aldrey 1999),,IT
Plagiotrochus quercusilicis,bisexual,Mesopolobus xanthocerus,6,ES 6
Plagiotrochus quercusilicis,bisexual,Eupelmus seculatus,3,ES 3
Plagiotrochus quercusilicis,bisexual,Eupelmus spongipartus,,DZ
Plagiotrochus quercusilicis,bisexual,Eupelmus urozonus,1,ES 1
Plagiotrochus quercusilicis,bisexual,Eupelmus vesicularis,1,ES 1
Plagiotrochus quercusilicis,bisexual,Aulogymnus arsames,60,"AD,ES 60"
Plagiotrochus quercusilicis,bisexual,Aulogymnus bicolor,37,"AD 4,ES 21,JO 12"
Plagiotrochus quercusilicis,bisexual,Aprostocetus aethiops,1,ES 1
Plagiotrochus quercusilicis,bisexual,Aprostocetus fusificola,,FR
Plagiotrochus quercusilicis,bisexual,Pediobius rotundatus,1175,"AD 5,ES 114,JO 4,TR 9,TN 13"
Plagiotrochus razeti,bisexual,Saphonecrus gallaepomiformis,1,ES 1
Plagiotrochus razeti,bisexual,Synergus crassicornis,24,ES 24
Plagiotrochus razeti,bisexual,Sycophila binotata,1,ES 1
Plagiotrochus razeti,bisexual,Torymus notatus,1,ES 1
Plagiotrochus razeti,bisexual,Ormyrus pomaceus,1,ES 1
Plagiotrochus razeti,bisexual,Ormocerus latus,4,ES 4
Plagiotrochus razeti,bisexual,Mesopolobus dubius,2,ES 2
Plagiotrochus razeti,bisexual,Mesopolobus lichtensteini,17,ES 17
Plagiotrochus razeti,bisexual,Mesopolobus tibialis,1,ES 1
Plagiotrochus razeti,bisexual,Eupelmus urozonus,1,ES 1
Plagiotrochus razeti,bisexual,Plagiotrochus razeti,,NA
Plagiotrochus razeti,bisexual,Synergus crassicornis,1,ES 1
Plagiotrochus razeti,bisexual,Saphonecrus gallaepomiformis,1,ES 1
Plagiotrochus razeti,bisexual,Mesopolobus lichtensteini,1,ES 1
Plagiotrochus vilageliui,asexual,Saphonecrus gallaepomiformis,2,ES 2
Plagiotrochus vilageliui,asexual,Aulogymnus bicolor,1,ES 1
Plagiotrochus vilageliui,asexual,Aprostocetus fusificola,1,ES 1
Plagiotrochus vilageliui,asexual,Pediobius rotundatus,2,ES 2
Plagiotrochus yeusei,asexual,Ceroptres cerri,,ES
Plagiotrochus yeusei,asexual,Saphonecrus barbotini,,ES
Plagiotrochus yeusei,asexual,Saphonecrus gallaepomiformis,7,"ES 5,FR 2,PT"
Plagiotrochus yeusei,asexual,Synergus crassicornis,9,"DZ 7,ES 2"
Plagiotrochus yeusei,asexual,Synergus plagiotrochi,1,ES 1
Plagiotrochus yeusei,asexual,Megastigmus dorsalis,1,ES 1
Plagiotrochus yeusei,asexual,Mesopolobus lichtensteini,1,ES 1
Plagiotrochus yeusei,asexual,Eupelmus seculatus,2,ES 2
Pseudoneuroterus macropterus,asexual,Ceroptres cerri,545,"AT 13,HU 532"
Pseudoneuroterus macropterus,asexual,Synergus flavipes,344,"AT 42,HU 302,IT"
Pseudoneuroterus macropterus,asexual,Synergus thaumacerus,,HU 3
Pseudoneuroterus macropterus,asexual,Synergus tibialis,,AT
Pseudoneuroterus macropterus,asexual,Synergus umbraculus,,IT
Pseudoneuroterus macropterus,asexual,Synergus variabilis,,AT
Pseudoneuroterus macropterus,asexual,Eurytoma brunniventris,22,"AT,HU 22"
Pseudoneuroterus macropterus,asexual,Eurytoma setigera,4,TR 4
Pseudoneuroterus macropterus,asexual,Eurytoma schaeferi,1,HU 1
Pseudoneuroterus macropterus,asexual,Sycophila biguttata,11,AT 2
Pseudoneuroterus macropterus,asexual,Sycophila flavicollis,1,HU 1
Pseudoneuroterus macropterus,asexual,Sycophila variegata,79,"AT 15,HU 64"
Pseudoneuroterus macropterus,asexual,Megastigmus ?dorsalis,26,TR 26
Pseudoneuroterus macropterus,asexual,Megastigmus dorsalis,200,"AT,HU 200"
Pseudoneuroterus macropterus,asexual,Torymus sp.,1,HU 1
Pseudoneuroterus macropterus,asexual,Ormyrus pomaceus,15,"AT 11,HU 4,TR ğ"
Pseudoneuroterus macropterus,asexual,Caenacis lauta,19,HU 19
Pseudoneuroterus macropterus,asexual,Cecidostiba fungosa,9,HU 9
Pseudoneuroterus macropterus,asexual,Cecidostiba saportai,9,HU 9
Pseudoneuroterus macropterus,asexual,Hobbya stenonota,19,"AT,HU 19"
Pseudoneuroterus macropterus,asexual,Mesopolobus dubius,1,HU 1
Pseudoneuroterus macropterus,asexual,Mesopolobus sp.,6,HU 6
Pseudoneuroterus macropterus,asexual,Eupelmus spongipartus,2,"AT,HU 2"
Pseudoneuroterus macropterus,asexual,Eupelmus urozonus,17,"AT,HU 13,UA 4"
Pseudoneuroterus macropterus,asexual,Aprostocetus aethiops,4,HU 4
Pseudoneuroterus macropterus,asexual,Baryscapus ?pallidae,2,HU 2
Pseudoneuroterus saliens,bisexual,Ceroptres cerri,26,"AT 20,ES,HU 6"
Pseudoneuroterus saliens,bisexual,Synergus flavipes,7,HU 7
Pseudoneuroterus saliens,bisexual,Synergus thaumacerus,150,"AT,HU 150"
Pseudoneuroterus saliens,bisexual,Eurytoma brunniventris,30,"AT,GB 3,HU 27"
Pseudoneuroterus saliens,bisexual,Sycophila biguttata,293,"AT 9,ES 83,GB 66,HU 135"
Pseudoneuroterus saliens,bisexual,Sycophila binotata,,ES
Pseudoneuroterus saliens,bisexual,Sycophila flavicollis,,ES
Pseudoneuroterus saliens,bisexual,Sycophila variegata,79,"AT 1,ES 31,HU 21,IT"
Pseudoneuroterus saliens,bisexual,Megastigmus dorsalis,16,"AT,ES 3,GB 3,HU 10"
Pseudoneuroterus saliens,bisexual,Torymus auratus,1,"ES,HU 1"
Pseudoneuroterus saliens,bisexual,Torymus ?cyaneus,1,HU 1
Pseudoneuroterus saliens,bisexual,Torymus flavipes,61,GB 61
Pseudoneuroterus saliens,bisexual,Ormyrus pomaceus,8,"AT 1,ES 2,HU 5,RO"
Pseudoneuroterus saliens,bisexual,Ormocerus vernalis,2,HU 2
Pseudoneuroterus saliens,bisexual,Cecidostiba fungosa,184,"AT,ES 1,GB 40,HU 143,RO"
Pseudoneuroterus saliens,bisexual,Mesopolobus dubius,3,IT
Pseudoneuroterus saliens,bisexual,Mesopolobus fasciiventris,2,AT 2
Pseudoneuroterus saliens,bisexual,Mesopolobus fuscipes,5,"GB 3,HU 2"
Pseudoneuroterus saliens,bisexual,Mesopolobus lichtensteini,9,ES 9
Pseudoneuroterus saliens,bisexual,Mesopolobus mediterraneus,7,IT
Pseudoneuroterus saliens,bisexual,Mesopolobus tibialis,59,"AT,ES,GB 28,HU 31"
Pseudoneuroterus saliens,bisexual,Mesopolobus xanthocerus,4,"ES,HU 4"
Pseudoneuroterus saliens,bisexual,Eupelmus spongipartus,1,HU 1
Pseudoneuroterus saliens,bisexual,Eupelmus urozonus,9,"AT,ES,HU 7,IT"
Pseudoneuroterus saliens,bisexual,Aulogymnus balani,21,ES 21
Pseudoneuroterus saliens,bisexual,Aulogymnus gallarum,18,HU 18
Pseudoneuroterus saliens,bisexual,Aulogymnus obscuripes,1,HU 1
Pseudoneuroterus saliens,bisexual,Aulogymnus skianeuros,188,HU 188
Pseudoneuroterus saliens,bisexual,Aulogymnus testaceoviridis,4,HU 4
Pseudoneuroterus saliens,bisexual,Aprostocetus aethiops,3,"HU 2,UA 1"
Pseudoneuroterus saliens,bisexual,Aprostocetus ?biorrhizae,3,HU 3
Pseudoneuroterus saliens,bisexual,Aprostocetus cerricola,21,HU 21
Pseudoneuroterus saliens,bisexual,Baryscapus ?pallidae,4,HU 4
Pseudoneuroterus saliens,bisexual,Pseudoneuroterus saliens,,NA
Pseudoneuroterus saliens,bisexual,Ceroptres cerri,,AT
Pseudoneuroterus saliens,bisexual,Saphonecrus haimi,62,"AT 2,DZ,HU 60"
Pseudoneuroterus saliens,bisexual,Synergus flavipes,7,HU 7
Pseudoneuroterus saliens,bisexual,Synergus pallipes,41,"DZ,HU 41"
Pseudoneuroterus saliens,bisexual,Synergus thaumacerus,20,HU 20
Pseudoneuroterus saliens,bisexual,Eurytoma brunniventris,32,"AT,HU 30,IT 2"
Pseudoneuroterus saliens,bisexual,Eurytoma setigera,1,HU 1
Pseudoneuroterus saliens,bisexual,Sycophila biguttata,3,HU 3
Pseudoneuroterus saliens,bisexual,Megastigmus dorsalis,2,HU 2
Pseudoneuroterus saliens,bisexual,Torymus ?cyaneus,1,HU 1
Pseudoneuroterus saliens,bisexual,Ormyrus pomaceus,5,HU 5
Pseudoneuroterus saliens,bisexual,Cecidostiba fungosa,16,HU 16
Pseudoneuroterus saliens,bisexual,Mesopolobus fasciiventris,2,HU 2
Pseudoneuroterus saliens,bisexual,Eupelmus ?matranus,4,HU 4
Pseudoneuroterus saliens,bisexual,Eupelmus urozonus,3,HU 3
Pseudoneuroterus saliens,bisexual,Aulogymnus balani,,ES
Pseudoneuroterus saliens,bisexual,Aulogymnus gallarum,2,HU 2
Pseudoneuroterus saliens,bisexual,Aprostocetus aethiops,50,HU 50
Pseudoneuroterus saliens,bisexual,Aprostocetus cerricola,1,HU 1
Pseudoneuroterus saliens,bisexual,Baryscapus ?pallidae,31,HU 31
Pseudoneuroterus saliens,bisexual,Pediobius rotundatus,,ES
Synophrus olivieri,Synophrus olivieri Kieffer,Ceroptres cerri,1,JO 1
Synophrus olivieri,Synophrus olivieri Kieffer,Synergus synophri,,DZ
Synophrus olivieri,Synophrus olivieri Kieffer,Sycophila biguttata,,TN 1
Synophrus olivieri,Synophrus olivieri Kieffer,Megastigmus dorsalis,6,TN 6
Synophrus olivieri,Synophrus olivieri Kieffer,Torymus cerri,80,TN 80
Synophrus olivieri,Synophrus olivieri Kieffer,Ormocerus latus,1,TN 1
Synophrus olivieri,Synophrus olivieri Kieffer,Cecidostiba ?fungosa,5,TN 5
Synophrus olivieri,Synophrus olivieri Kieffer,Eupelmus cerris,1,TN 1
Synophrus olivieri,Synophrus olivieri Kieffer,Aulogymnus balani,3,TN 3
Synophrus politus,Synophrus politus Hartig,Ceroptres cerri,8,"AT 7,HU 1"
Synophrus politus,Synophrus politus Hartig,Saphonecrus undulatus,,HU
Synophrus politus,Synophrus politus Hartig,Synergus physocerus,,HU
Synophrus politus,Synophrus politus Hartig,Synergus thaumacerus,,"AT,HU"
Synophrus politus,Synophrus politus Hartig,Synergus variabilis,,AT
Synophrus politus,Synophrus politus Hartig,Sycophila biguttata,24,"AT 16,BG 4,HU 4"
Synophrus politus,Synophrus politus Hartig,Sycophila flavicollis,3,BG 3
Synophrus politus,Synophrus politus Hartig,Sycophila iracemae,3,GR 3
Synophrus politus,Synophrus politus Hartig,Megastigmus dorsalis,9,"AT,HU 9"
Synophrus politus,Synophrus politus Hartig,Megastigmus stigmatizans,,AT
Synophrus politus,Synophrus politus Hartig,Megastigmus synophri,78,"AT 15,BG 27,GR 1,HU 35"
Synophrus politus,Synophrus politus Hartig,Torymus auratus,,AT
Synophrus politus,Synophrus politus Hartig,Torymus cerri,,"AT,FR,HU"
Synophrus politus,Synophrus politus Hartig,Torymus ?cyaneus,1,HU 1
Synophrus politus,Synophrus politus Hartig,Torymus notatus,,HU
Synophrus politus,Synophrus politus Hartig,Ormyrus nitidulus,4,TR 4
Synophrus politus,Synophrus politus Hartig,Ormyrus sp.,4,HU 4
Synophrus politus,Synophrus politus Hartig,Eupelmus cerris,31,"AT,BG 5,ES 10,HU 16,IT "
Synophrus politus,Synophrus politus Hartig,Eupelmus spongipartus,6,"GR 2,HU 4,RO"
Synophrus politus,Synophrus politus Hartig,Eupelmus ?synophri,,IT 
Synophrus politus,Synophrus politus Hartig,Eupelmus urozonus,4,HU 4
Synophrus politus,Synophrus politus Hartig,Reikosiella rostrata,,HU
Synophrus politus,Synophrus politus Hartig,Aulogymnus trilineatus,8,HU 8
Synophrus politus,Synophrus politus Hartig,Aprostocetus aethiops,1,HU 1
Synophrus politus,Synophrus politus Hartig,Baryscapus ?diaphantus,4,HU 4
Trigonaspis bruneicornis,asexual,Synergus pallipes,,ES
Trigonaspis bruneicornis,asexual,Synergus radiatus,2,ES 2
Trigonaspis bruneicornis,asexual,Synergus thaumacerus,,ES
Trigonaspis bruneicornis,asexual,Ormyrus pomaceus,50,ES 50
Trigonaspis bruneicornis,asexual,Eupelmus urozonus,5,ES 5
Trigonaspis bruneicornis,asexual,Eupelmus vesicularis,4,ES 4
Trigonaspis bruneicornis,asexual,Aprostocetus aethiops,2,ES 2
Trigonaspis megaptera,bisexual,Synergus facialis,43,"AT,DE,FR,GB 43,NL,PL,UA"
Trigonaspis megaptera,bisexual,Synergus pallipes,,AT
Trigonaspis megaptera,bisexual,Synergus thaumacerus,30,"AD,AT,DE,FR,GB 30,NL,SE öl,UA"
Trigonaspis megaptera,bisexual,Torymus fastuosus,8,"AT,DE,FR,GB 8,HR,PL,SE öl"
Trigonaspis megaptera,bisexual,Torymus formosus,,DE
Trigonaspis megaptera,bisexual,Torymus nobilis,,"DK,RO"
Trigonaspis megaptera,bisexual,Mesopolobus dubius,8,GB 8
Trigonaspis megaptera,bisexual,Mesopolobus fuscipes,56,GB 56
Trigonaspis megaptera,bisexual,Mesopolobus tibialis,3,"AT 1,GB 2"
Trigonaspis megaptera,bisexual,Aulogymnus trilineatus,1,GB 1
Trigonaspis megaptera,bisexual,Trigonaspis megaptera,,NA
Trigonaspis megaptera,bisexual,Synergus facialis,,"AT,DE,DK,NL,PL"
Trigonaspis megaptera,bisexual,Synergus pallicornis,,PL
Trigonaspis megaptera,bisexual,Synergus pallipes,37,"AD,AT,DE,GB 37,NL,PL,UA"
Trigonaspis megaptera,bisexual,Synergus radiatus,,"GB,HU 1,UA"
Trigonaspis megaptera,bisexual,Synergus ruficornis,,PL
Trigonaspis megaptera,bisexual,Synergus thaumacerus,6,"AD,AT,DE,FR,GB,HU 6,NL,PL,UA"
Trigonaspis megaptera,bisexual,Synergus tibialis,,DE
Trigonaspis megaptera,bisexual,Sycophila biguttata,23,AT 23
Trigonaspis megaptera,bisexual,Torymus auratus,1,HU 1
Trigonaspis megaptera,bisexual,Torymus ?cyaneus,1,HU 1
Trigonaspis megaptera,bisexual,Torymus flavipes,,"AT,DE,FR"
Trigonaspis megaptera,bisexual,Torymus sp.,13,HU 13
Trigonaspis megaptera,bisexual,Cecidostiba fungosa,1,HU 1
Trigonaspis megaptera,bisexual,Mesopolobus fasciiventris,1,"DE,GB 1,PL"
Trigonaspis megaptera,bisexual,Aulogymnus sp.,1,HU 1
Trigonaspis megaptera,bisexual,?Pediobius lysis,,PL
Trigonaspis mendesi,asexual,Synergus pallipes,9,"ES 9,PT"
Trigonaspis mendesi,asexual,Synergus thaumacerus,5,"ES 5,RO"
Trigonaspis mendesi,asexual,Synergus umbraculus,,PT
Trigonaspis mendesi,asexual,Sycophila biguttata,37,ES 37
Trigonaspis mendesi,asexual,Ormyrus pomaceus,56,ES 56
Trigonaspis mendesi,asexual,Mesopolobus dubius,2,ES 2
