Per_country,Country,Gall_sp,Status,Parasitoid,Number
RO,Romania,Cynips quercus,asexual,Torymus cyaneus,
TR,Turkey,Cynips quercus,asexual,Torymus cyaneus,1
AD,Andorra,Cynips quercus,asexual,Torymus geranii,3
HU,Hungary,Cynips quercus,asexual,Torymus geranii,13
RO,Romania,Cynips quercus,asexual,Torymus geranii,
UA,Ukraine,Cynips quercus,asexual,Torymus geranii,2
AT,Austria,Cynips quercus,asexual,Ormyrus nitidulus,19
BG,Bulgaria,Cynips quercus,asexual,Ormyrus nitidulus,5
GR,Greece,Cynips quercus,asexual,Ormyrus nitidulus,7
HU,Hungary,Cynips quercus,asexual,Ormyrus nitidulus,1
RO,Romania,Cynips quercus,asexual,Ormyrus nitidulus,
TR,Turkey,Cynips quercus,asexual,Ormyrus nitidulus,2
AT,Austria,Cynips quercus,asexual,Ormyrus pomaceus,32
BG,Bulgaria,Cynips quercus,asexual,Ormyrus pomaceus,2
ES,Spain,Cynips quercus,asexual,Ormyrus pomaceus,16
GR,Greece,Cynips quercus,asexual,Ormyrus pomaceus,10
HU,Hungary,Cynips quercus,asexual,Ormyrus pomaceus,3
TR,Turkey,Cynips quercus,asexual,Ormyrus pomaceus,1
UA,Ukraine,Cynips quercus,asexual,Ormyrus pomaceus,1
GR,Greece,Cynips quercus,asexual,Ormyrus nitidulus or O. pomaceus,7
HU,Hungary,Cynips quercus,asexual,Ormyrus nitidulus or O. pomaceus,11
TR,Turkey,Cynips quercus,asexual,Ormyrus nitidulus or O. pomaceus,1
AT,Austria,Cynips quercus,asexual,Caenacis lauta,
HU,Hungary,Cynips quercus,asexual,Caenacis lauta,7
RO,Romania,Cynips quercus,asexual,Caenacis lauta,
ES,Spain,Cynips quercus,asexual,Cecidostiba fungosa,1
HU,Hungary,Cynips quercus,asexual,Cecidostiba fungosa,4
ES,Spain,Cynips quercus,asexual,Cyrtoptyx robustus,3
AT,Austria,Cynips quercus,asexual,Hobbya stenonota,
BG,Bulgaria,Cynips quercus,asexual,Hobbya stenonota,1
AT,Austria,Cynips quercus,asexual,Mesopolobus fasciiventris,
ES,Spain,Cynips quercus,asexual,Mesopolobus fasciiventris,4
UA,Ukraine,Cynips quercus,asexual,Mesopolobus fasciiventris,1
ES,Spain,Cynips quercus,asexual,Mesopolobus sericeus,1
HU,Hungary,Cynips quercus,asexual,Mesopolobus tibialis,1
ES,Spain,Cynips quercus,asexual,Eupelmus spongipartus,3
HU,Hungary,Cynips quercus,asexual,Eupelmus spongipartus,4
BG,Bulgaria,Cynips quercus,asexual,Eupelmus urozonus,1
ES,Spain,Cynips quercus,asexual,Eupelmus urozonus,6
HU,Hungary,Cynips quercus,asexual,Eupelmus urozonus,3
RO,Romania,Cynips quercus,asexual,Eupelmus urozonus,
HU,Hungary,Cynips quercus,asexual,Eupelmus vesicularis,1
ES,Spain,Cynips quercus,asexual,Aulogymnus ?arsames,1
HR,Croatia,Cynips quercus,asexual,Aulogymnus trilineatus,1
HU,Hungary,Cynips quercus,asexual,Aulogymnus trilineatus,2
ES,Spain,Cynips quercus,asexual,Aprostocetus aethiops,1
HU,Hungary,Cynips quercus,asexual,Aprostocetus aethiops,1
ES,Spain,Cynips quercus,asexual,(Aprostocetus sp.),1
HU,Hungary,Cynips quercus,asexual,Baryscapus ?pallidae,1
AT,Austria,Cynips quercusfolii,bisexual,Ceroptres clavicornis,
ES,Spain,Cynips quercusfolii,bisexual,Synergus facialis,8
GB,United Kingdom,Cynips quercusfolii,bisexual,Synergus facialis,2
NL,Netherlands,Cynips quercusfolii,bisexual,Synergus facialis,
AT,Austria,Cynips quercusfolii,bisexual,Sycophila biguttata,10
NL,Netherlands,Cynips quercusfolii,bisexual,Torymus flavipes,
NL,Netherlands,Cynips quercusfolii,bisexual,Torymus geranii,
AT,Austria,Cynips quercusfolii,bisexual,Caenacis lauta,1
HU,Hungary,Cynips quercusfolii,bisexual,Mesopolobus amaenus,1
HU,Hungary,Cynips quercusfolii,bisexual,Mesopolobus dubius,1
NL,Netherlands,Cynips quercusfolii,bisexual,Mesopolobus dubius,
AT,Austria,Cynips quercusfolii,bisexual,Mesopolobus fuscipes,
GB,United Kingdom,Cynips quercusfolii,bisexual,Mesopolobus fuscipes,1
NL,Netherlands,Cynips quercusfolii,bisexual,Mesopolobus fuscipes,
AT,Austria,Cynips quercusfolii,bisexual,Mesopolobus tibialis,
HU,Hungary,Cynips quercusfolii,bisexual,Mesopolobus tibialis,3
NL,Netherlands,Cynips quercusfolii,bisexual,Mesopolobus tibialis,
NA,,Cynips quercusfolii,bisexual,Cynips quercusfolii,
AT,Austria,Cynips quercusfolii,bisexual,Ceroptres clavicornis,
HU,Hungary,Cynips quercusfolii,bisexual,Ceroptres clavicornis,1
AT,Austria,Cynips quercusfolii,bisexual,Saphonecrus connatus,
HU,Hungary,Cynips quercusfolii,bisexual,Saphonecrus haimi,3
PL,Poland,Cynips quercusfolii,bisexual,Synergus apicalis,
AT,Austria,Cynips quercusfolii,bisexual,Synergus facialis,
DE,Germany,Cynips quercusfolii,bisexual,Synergus facialis,
ES,Spain,Cynips quercusfolii,bisexual,Synergus facialis,1
GB,United Kingdom,Cynips quercusfolii,bisexual,Synergus facialis,1
HU,Hungary,Cynips quercusfolii,bisexual,Synergus facialis,33
NL,Netherlands,Cynips quercusfolii,bisexual,Synergus facialis,
PL,Poland,Cynips quercusfolii,bisexual,Synergus facialis,
SE,Sweden,Cynips quercusfolii,bisexual,Synergus facialis,
UA,Ukraine,Cynips quercusfolii,bisexual,Synergus facialis,
AT,Austria,Cynips quercusfolii,bisexual,Synergus pallicornis,
DE,Germany,Cynips quercusfolii,bisexual,Synergus pallicornis,
DK,Denmark,Cynips quercusfolii,bisexual,Synergus pallicornis,
ES,Spain,Cynips quercusfolii,bisexual,Synergus pallicornis,34
FR,France,Cynips quercusfolii,bisexual,Synergus pallicornis,2
GB,United Kingdom,Cynips quercusfolii,bisexual,Synergus pallicornis,656
GR,Greece,Cynips quercusfolii,bisexual,Synergus pallicornis,1
HU,Hungary,Cynips quercusfolii,bisexual,Synergus pallicornis,21
NL,Netherlands,Cynips quercusfolii,bisexual,Synergus pallicornis,
PL,Poland,Cynips quercusfolii,bisexual,Synergus pallicornis,
TR,Turkey,Cynips quercusfolii,bisexual,Synergus pallicornis,8
UA,Ukraine,Cynips quercusfolii,bisexual,Synergus pallicornis,
AT,Austria,Cynips quercusfolii,bisexual,Synergus pallipes,
DE,Germany,Cynips quercusfolii,bisexual,Synergus pallipes,
DK,Denmark,Cynips quercusfolii,bisexual,Synergus pallipes,
FR,France,Cynips quercusfolii,bisexual,Synergus pallipes,
GB,United Kingdom,Cynips quercusfolii,bisexual,Synergus pallipes,13
HU,Hungary,Cynips quercusfolii,bisexual,Synergus pallipes,198
NL,Netherlands,Cynips quercusfolii,bisexual,Synergus pallipes,
PL,Poland,Cynips quercusfolii,bisexual,Synergus pallipes,
UA,Ukraine,Cynips quercusfolii,bisexual,Synergus pallipes,
AD,Andorra,Cynips quercusfolii,bisexual,Synergus radiatus,
AT,Austria,Cynips quercusfolii,bisexual,Synergus radiatus,
DE,Germany,Cynips quercusfolii,bisexual,Synergus radiatus,
DK,Denmark,Cynips quercusfolii,bisexual,Synergus radiatus,
GB,United Kingdom,Cynips quercusfolii,bisexual,Synergus radiatus,3
HU,Hungary,Cynips quercusfolii,bisexual,Synergus radiatus,2
NL,Netherlands,Cynips quercusfolii,bisexual,Synergus radiatus,
PL,Poland,Cynips quercusfolii,bisexual,Synergus radiatus,
UA,Ukraine,Cynips quercusfolii,bisexual,Synergus radiatus,
PL,Poland,Cynips quercusfolii,bisexual,Synergus ruficornis,
AT,Austria,Cynips quercusfolii,bisexual,Synergus thaumacerus,
PL,Poland,Cynips quercusfolii,bisexual,Synergus thaumacerus,
HU,Hungary,Cynips quercusfolii,bisexual,Synergus tibialis,1
HU,Hungary,Cynips quercusfolii,bisexual,Synergus umbraculus,3
HU,Hungary,Cynips quercusfolii,bisexual,Eurytoma adleriae,1
AD,Andorra,Cynips quercusfolii,bisexual,Eurytoma brunniventris,
AT,Austria,Cynips quercusfolii,bisexual,Eurytoma brunniventris,4
BG,Bulgaria,Cynips quercusfolii,bisexual,Eurytoma brunniventris,20
ES,Spain,Cynips quercusfolii,bisexual,Eurytoma brunniventris,2
FR,France,Cynips quercusfolii,bisexual,Eurytoma brunniventris,1
GB,United Kingdom,Cynips quercusfolii,bisexual,Eurytoma brunniventris,98
HU,Hungary,Cynips quercusfolii,bisexual,Eurytoma brunniventris,80
IE,Ireland,Cynips quercusfolii,bisexual,Eurytoma brunniventris,6
NL,Netherlands,Cynips quercusfolii,bisexual,Eurytoma brunniventris,
PL,Poland,Cynips quercusfolii,bisexual,Eurytoma brunniventris,
RO,Romania,Cynips quercusfolii,bisexual,1882),
TR,Turkey,Cynips quercusfolii,bisexual,1882),1
UA,Ukraine,Cynips quercusfolii,bisexual,1882),1
AT,Austria,Cynips quercusfolii,bisexual,Eurytoma setigera,1
RO,Romania,Cynips quercusfolii,bisexual,Eurytoma setigera,
AT,Austria,Cynips quercusfolii,bisexual,Sycophila biguttata,24
DE,Germany,Cynips quercusfolii,bisexual,Sycophila biguttata,1
FR,France,Cynips quercusfolii,bisexual,Sycophila biguttata,1
GB,United Kingdom,Cynips quercusfolii,bisexual,Sycophila biguttata,17
GR,Greece,Cynips quercusfolii,bisexual,Sycophila biguttata,1
HU,Hungary,Cynips quercusfolii,bisexual,Sycophila biguttata,23
NL,Netherlands,Cynips quercusfolii,bisexual,Sycophila biguttata,
PL,Poland,Cynips quercusfolii,bisexual,Sycophila biguttata,
RO,Romania,Cynips quercusfolii,bisexual,Sycophila biguttata,
HU,Hungary,Cynips quercusfolii,bisexual,Sycophila variegata,1
GB,United Kingdom,Cynips quercusfolii,bisexual,Megastigmus dorsalis,1
HU(4,,Cynips quercusfolii,bisexual,Megastigmus dorsalis,4
RO,Romania,Cynips quercusfolii,bisexual,Megastigmus dorsalis,
HU,Hungary,Cynips quercusfolii,bisexual,Megastigmus stigmatizans,2
AD,Andorra,Cynips quercusfolii,bisexual,Torymus auratus,1
AT,Austria,Cynips quercusfolii,bisexual,Torymus auratus,
BG,Bulgaria,Cynips quercusfolii,bisexual,Torymus auratus,49
DE,Germany,Cynips quercusfolii,bisexual,Torymus auratus,10
ES,Spain,Cynips quercusfolii,bisexual,Torymus auratus,27
FR,France,Cynips quercusfolii,bisexual,Torymus auratus,15
GB,United Kingdom,Cynips quercusfolii,bisexual,Torymus auratus,258
GR,Greece,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),12
HU,Hungary,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),253
NL,Netherlands,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),
PL,Poland,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),
RO,Romania,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),
TR,Turkey,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),46
UA,Ukraine,Cynips quercusfolii,bisexual,1954; Manning 1956; Askew 1965),133
AT,Austria,Cynips quercusfolii,bisexual,Torymus cyaneus,
BG,Bulgaria,Cynips quercusfolii,bisexual,Torymus cyaneus,5
GB,United Kingdom,Cynips quercusfolii,bisexual,Torymus cyaneus,71
GR,Greece,Cynips quercusfolii,bisexual,Torymus cyaneus,5
HR,Croatia,Cynips quercusfolii,bisexual,Torymus cyaneus,
HU,Hungary,Cynips quercusfolii,bisexual,Torymus cyaneus,22
NL,Netherlands,Cynips quercusfolii,bisexual,Torymus cyaneus,
RO,Romania,Cynips quercusfolii,bisexual,Torymus cyaneus,
TR,Turkey,Cynips quercusfolii,bisexual,Torymus cyaneus,2
UA,Ukraine,Cynips quercusfolii,bisexual,infectoria*,5
HU,Hungary,Cynips quercusfolii,bisexual,Torymus erucarum,10
DE,Germany,Cynips quercusfolii,bisexual,Torymus flavipes,
FR,France,Cynips quercusfolii,bisexual,Torymus flavipes,
HU,Hungary,Cynips quercusfolii,bisexual,Torymus flavipes,6
RO,Romania,Cynips quercusfolii,bisexual,Torymus flavipes,
SE,Sweden,Cynips quercusfolii,bisexual,Torymus flavipes,
AD,Andorra,Cynips quercusfolii,bisexual,Torymus geranii,
AT,Austria,Cynips quercusfolii,bisexual,Torymus geranii,
BE,Belgium,Cynips quercusfolii,bisexual,Torymus geranii,
DE,Germany,Cynips quercusfolii,bisexual,Torymus geranii,2
FR,France,Cynips quercusfolii,bisexual,Torymus geranii,
GB,United Kingdom,Cynips quercusfolii,bisexual,Torymus geranii,2
HU,Hungary,Cynips quercusfolii,bisexual,Torymus geranii,10
NL,Netherlands,Cynips quercusfolii,bisexual,Torymus geranii,
PL,Poland,Cynips quercusfolii,bisexual,Torymus geranii,
RO,Romania,Cynips quercusfolii,bisexual,Torymus geranii,
SE,Sweden,Cynips quercusfolii,bisexual,Torymus geranii,
MD,Moldova,Cynips quercusfolii,bisexual,Torymus macrurus,2
RO,Romania,Cynips quercusfolii,bisexual,Torymus macrurus,5
UA,Ukraine,Cynips quercusfolii,bisexual,Torymus macrurus,7
AT,Austria,Cynips quercusfolii,bisexual,Ormyrus nitidulus,3
BG,Bulgaria,Cynips quercusfolii,bisexual,Ormyrus nitidulus,3
HU,Hungary,Cynips quercusfolii,bisexual,Ormyrus nitidulus,10
RO,Romania,Cynips quercusfolii,bisexual,Ormyrus nitidulus,
TR,Turkey,Cynips quercusfolii,bisexual,Ormyrus nitidulus,3
AT,Austria,Cynips quercusfolii,bisexual,Ormyrus pomaceus,2
BG,Bulgaria,Cynips quercusfolii,bisexual,Ormyrus pomaceus,14
DE,Germany,Cynips quercusfolii,bisexual,Ormyrus pomaceus,1
GR,Greece,Cynips quercusfolii,bisexual,Ormyrus pomaceus,3
HU,Hungary,Cynips quercusfolii,bisexual,Ormyrus pomaceus,10
RO,Romania,Cynips quercusfolii,bisexual,Ormyrus pomaceus,
HU,Hungary,Cynips quercusfolii,bisexual,Ormyrus nitidulus or O pomaceus,14
TR,Turkey,Cynips quercusfolii,bisexual,Ormyrus nitidulus or O pomaceus,1
RO,Romania,Cynips quercusfolii,bisexual,Caenacis lauta,
HU,Hungary,Cynips quercusfolii,bisexual,Cecidostiba fungosa,9
HR,Croatia,Cynips quercusfolii,bisexual,Mesopolobus amaenus,1
AT,Austria,Cynips quercusfolii,bisexual,Mesopolobus fasciiventris,2
FR,France,Cynips quercusfolii,bisexual,Mesopolobus fasciiventris,
GB,United Kingdom,Cynips quercusfolii,bisexual,Mesopolobus fasciiventris,9
RO,Romania,Cynips quercusfolii,bisexual,(Brischke 1882),
GB,United Kingdom,Cynips quercusfolii,bisexual,Mesopolobus sericeus,14
AT,Austria,Cynips quercusfolii,bisexual,Mesopolobus ?tibialis,
BG,Bulgaria,Cynips quercusfolii,bisexual,Eupelmus spongipartus,1
HU,Hungary,Cynips quercusfolii,bisexual,Eupelmus spongipartus,1
AT,Austria,Cynips quercusfolii,bisexual,Eupelmus urozonus,
BG,Bulgaria,Cynips quercusfolii,bisexual,Eupelmus urozonus,8
HU,Hungary,Cynips quercusfolii,bisexual,Eupelmus urozonus,1
NA,,Cynips quercusfolii,bisexual,(Andriescu 1974),
AT,Austria,Cynips quercusfolii,bisexual,Eupelmus vesicularis,
HU,Hungary,Cynips quercusfolii,bisexual,Aulogymnus gallarum,3
BG,Bulgaria,Cynips quercusfolii,bisexual,Aulogymnus trilineatus,4
GR,Greece,Cynips quercusfolii,bisexual,Aulogymnus trilineatus,1
HU,Hungary,Cynips quercusfolii,bisexual,Aulogymnus trilineatus,11
NA,,Cynips quercusfolii,bisexual,(Andriescu 1974),
GB,United Kingdom,Cynips quercusfolii,bisexual,Aprostocetus aethiops,1
HU,Hungary,Cynips quercusfolii,bisexual,Baryscapus ?pallidae,2
FR,France,Dryocosmus cerriphilus,bisexual,Ceroptres cerri,5
JO,Jordan,Dryocosmus cerriphilus,bisexual,Saphonecrus undulatus,4
AT,Austria,Dryocosmus cerriphilus,bisexual,Synergus thaumacerus,
AT,Austria,Dryocosmus cerriphilus,bisexual,Synergus variabilis,
JO,Jordan,Dryocosmus cerriphilus,bisexual,Synergus variabilis,6
AT?,,Dryocosmus cerriphilus,bisexual,Eurytoma brunniventris,2
HU,Hungary,Dryocosmus cerriphilus,bisexual,Eurytoma brunniventris,2
JO,Jordan,Dryocosmus cerriphilus,bisexual,Megastigmus dorsalis,3
AT,Austria,Dryocosmus cerriphilus,bisexual,Torymus auratus,
JO,Jordan,Dryocosmus cerriphilus,bisexual,Torymus geranii,3
AT,Austria,Dryocosmus cerriphilus,bisexual,Torymus ?longicalcar,
AT,Austria,Dryocosmus cerriphilus,bisexual,Eupelmus spongipartus,
NA,,Dryocosmus cerriphilus,bisexual,Dryocosmus cerriphilus,
AT,Austria,Dryocosmus cerriphilus,bisexual,Synergus thaumacerus,
AT,Austria,Dryocosmus cerriphilus,bisexual,Synergus variabilis,
AT,Austria,Dryocosmus cerriphilus,bisexual,Eurytoma brunniventris,5
HU,Hungary,Dryocosmus cerriphilus,bisexual,Eurytoma brunniventris,2
HU,Hungary,Dryocosmus cerriphilus,bisexual,Eurytoma setigera,1
RO,Romania,Dryocosmus cerriphilus,bisexual,Eurytoma setigera,
AT,Austria,Dryocosmus cerriphilus,bisexual,Sycophila biguttata,1
AT,Austria,Dryocosmus cerriphilus,bisexual,Ormyrus pomaceus,7
RO,Romania,Dryocosmus cerriphilus,bisexual,Ormyrus pomaceus,
AT,Austria,Dryocosmus cerriphilus,bisexual,Cecidostiba fungosa,
AT,Austria,Dryocosmus cerriphilus,bisexual,Hobbya stenonota,
RO,Romania,Dryocosmus cerriphilus,bisexual,Hobbya stenonota,
RO,Romania,Dryocosmus cerriphilus,bisexual,Eupelmus spongipartus,
AT,Austria,Dryocosmus cerriphilus,bisexual,Eupelmus urozonus,
RO,Romania,Dryocosmus cerriphilus,bisexual,Eupelmus urozonus,
HU,Hungary,Dryocosmus cerriphilus,bisexual,Aulogymnus trilineatus,6
NA,,Dryocosmus cerriphilus,bisexual,[Dryocosmus kuriphilus,
IT,Italy,Dryocosmus cerriphilus,bisexual,Eurytoma adleriae,3
IT,Italy,Dryocosmus cerriphilus,bisexual,Eurytoma brunniventris,78
IT,Italy,Dryocosmus cerriphilus,bisexual,Eurytoma setigera,303
IT,Italy,Dryocosmus cerriphilus,bisexual,Sycophila biguttata,51
IT,Italy,Dryocosmus cerriphilus,bisexual,Sycophila iracemae,120
IT,Italy,Dryocosmus cerriphilus,bisexual,Sycophila variegata,115
IT,Italy,Dryocosmus cerriphilus,bisexual,Megastigmus dorsalis,337
IT,Italy,Dryocosmus cerriphilus,bisexual,Torymus auratus,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Torymus flavipes,44
IT,Italy,Dryocosmus cerriphilus,bisexual,Torymus scutellaris,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Torymus sinensis,24
IT,Italy,Dryocosmus cerriphilus,bisexual,Ormyrus nitidulus,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Ormyrus pomaceus,5
IT,Italy,Dryocosmus cerriphilus,bisexual,Cecidostiba sp.,2
IT,Italy,Dryocosmus cerriphilus,bisexual,Mesopolobus amaenus,3
IT,Italy,Dryocosmus cerriphilus,bisexual,Mesopolobus mediterraneus,5
IT,Italy,Dryocosmus cerriphilus,bisexual,Mesopolobus sericeus,209
IT,Italy,Dryocosmus cerriphilus,bisexual,Mesopolobus tarsatus,3
IT,Italy,Dryocosmus cerriphilus,bisexual,Mesopolobus tibialis,4
IT,Italy,Dryocosmus cerriphilus,bisexual,Eupelmus annulatus,142
IT,Italy,Dryocosmus cerriphilus,bisexual,Eupelmus fulvipes,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Eupelmus splendens,2
IT,Italy,Dryocosmus cerriphilus,bisexual,Eupelmus spongipartus,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Eupelmus urozonus,241
NA,,Dryocosmus cerriphilus,bisexual,Reikosiella rostrata,
IT,Italy,Dryocosmus cerriphilus,bisexual,Aulogymnus arsames,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Aulogymnus sp.,94
IT,Italy,Dryocosmus cerriphilus,bisexual,(Pnigalio sp. nr nemati),9
IT,Italy,Dryocosmus cerriphilus,bisexual,Aprostocetus sp.,92
IT,Italy,Dryocosmus cerriphilus,bisexual,Baryscapus ?pallidae,
IT,Italy,Dryocosmus cerriphilus,bisexual,Baryscapus sp.,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Pediobius chilaspidis,1
IT,Italy,Dryocosmus cerriphilus,bisexual,Pediobius saulius,2
IT,Italy,Dryocosmus cerriphilus,bisexual,Pediobius sp.,3
JO,Jordan,Dryocosmus mayri,bisexual,Saphonecrus undulatus,21
NA,,Dryocosmus mayri,bisexual,Synergus pallipes,
NA,,Dryocosmus mayri,bisexual,Eurytoma brunniventris,
JO,Jordan,Dryocosmus mayri,bisexual,Sycophila variegata,4
NA,,Dryocosmus mayri,bisexual,Megastigmus dorsalis,
JO,Jordan,Dryocosmus mayri,bisexual,Cecidostiba fungosa,13
NA,,Dryocosmus mayri,bisexual,Mesopolobus amaenus,
JO,Jordan,Dryocosmus mayri,bisexual,Aulogymnus testaceoviridis,48
DE,Germany,Neuroterus albipes,bisexual,Synergus apicalis,
GB,United Kingdom,Neuroterus albipes,bisexual,Synergus pallipes,3
FR,France,Neuroterus albipes,bisexual,Eurytoma brunniventris,1
GB,United Kingdom,Neuroterus albipes,bisexual,Eurytoma brunniventris,1
GB,United Kingdom,Neuroterus albipes,bisexual,Torymus flavipes,4
GB,United Kingdom,Neuroterus albipes,bisexual,Ormocerus latus,25
UA,Ukraine,Neuroterus albipes,bisexual,Ormocerus latus,1
GB,United Kingdom,Neuroterus albipes,bisexual,Ormocerus vernalis,12
UA,Ukraine,Neuroterus albipes,bisexual,Ormocerus vernalis,1
IT,Italy,Neuroterus albipes,bisexual,Mesopolobus dubius,
GB,United Kingdom,Neuroterus albipes,bisexual,Mesopolobus fasciiventris,5
GB,United Kingdom,Neuroterus albipes,bisexual,Mesopolobus fuscipes,45
ES,Spain,Neuroterus albipes,bisexual,Mesopolobus mediterraneus,5
FR,France,Neuroterus albipes,bisexual,Mesopolobus mediterraneus,4
DE,Germany,Neuroterus albipes,bisexual,Mesopolobus tibialis,
ES,Spain,Neuroterus albipes,bisexual,Mesopolobus tibialis,87
FR,France,Neuroterus albipes,bisexual,Mesopolobus tibialis,18
GB,United Kingdom,Neuroterus albipes,bisexual,Mesopolobus tibialis,102
ES,Spain,Neuroterus albipes,bisexual,Eupelmus urozonus,1
ES,Spain,Neuroterus albipes,bisexual,Eupelmus vesicularis,4
ES,Spain,Neuroterus albipes,bisexual,Aulogymnus arsames,1
GB,United Kingdom,Neuroterus albipes,bisexual,Aulogymnus arsames,10
ES,Spain,Neuroterus albipes,bisexual,Aulogymnus gallarum,2
ES,Spain,Neuroterus albipes,bisexual,Aprostocetus aethiops,2
FR,France,Neuroterus albipes,bisexual,Aprostocetus aethiops,2
GB,United Kingdom,Neuroterus albipes,bisexual,Aprostocetus aethiops,6
FR,France,Neuroterus albipes,bisexual,Pediobius saulius,4
NA,,Neuroterus albipes,bisexual,Neuroterus albipes,
HU,Hungary,Neuroterus albipes,bisexual,Synergus apicalis,
UA,Ukraine,Neuroterus albipes,bisexual,Synergus apicalis,
NL,Netherlands,Neuroterus albipes,bisexual,Synergus facialis,
DE,Germany,Neuroterus albipes,bisexual,Synergus pallicornis,
DE,Germany,Neuroterus albipes,bisexual,Synergus pallipes,
ES,Spain,Neuroterus albipes,bisexual,Synergus pallipes,1
GB,United Kingdom,Neuroterus albipes,bisexual,Synergus pallipes,2
HU,Hungary,Neuroterus albipes,bisexual,Synergus pallipes,3
PL,Poland,Neuroterus albipes,bisexual,Synergus pallipes,
DE,Germany,Neuroterus albipes,bisexual,Synergus radiatus,
ES,Spain,Neuroterus albipes,bisexual,Synergus radiatus,5
GB,United Kingdom,Neuroterus albipes,bisexual,Synergus radiatus,
ES,Spain,Neuroterus albipes,bisexual,Eurytoma brunniventris,1
AT,Austria,Neuroterus albipes,bisexual,Sycophila biguttata,5
ES,Spain,Neuroterus albipes,bisexual,Sycophila biguttata,11
FR,France,Neuroterus albipes,bisexual,Sycophila biguttata,1
HU,Hungary,Neuroterus albipes,bisexual,Torymus ?auratus,1
AD,Andorra,Neuroterus albipes,bisexual,Torymus flavipes,
AT,Austria,Neuroterus albipes,bisexual,Torymus flavipes,
DE,Germany,Neuroterus albipes,bisexual,Torymus flavipes,
ES,Spain,Neuroterus albipes,bisexual,Torymus flavipes,6
FR,France,Neuroterus albipes,bisexual,Torymus flavipes,18
GB,United Kingdom,Neuroterus albipes,bisexual,Torymus flavipes,13
HU,Hungary,Neuroterus albipes,bisexual,Torymus flavipes,2
AD,Andorra,Neuroterus albipes,bisexual,Ormyrus pomaceus,
DE,Germany,Neuroterus albipes,bisexual,Ormyrus pomaceus,18
ES,Spain,Neuroterus albipes,bisexual,Ormyrus pomaceus,27
FR,France,Neuroterus albipes,bisexual,Ormyrus pomaceus,73
HU,Hungary,Neuroterus albipes,bisexual,Ormyrus pomaceus,3
FR,France,Neuroterus albipes,bisexual,Arthrolytus nanus,1
DE,Germany,Neuroterus albipes,bisexual,Mesopolobus fasciiventris,
ES,Spain,Neuroterus albipes,bisexual,Mesopolobus fasciiventris,2
GB,United Kingdom,Neuroterus albipes,bisexual,Mesopolobus fasciiventris,1
ES,Spain,Neuroterus albipes,bisexual,Mesopolobus sericeus,3
DE,Germany,Neuroterus albipes,bisexual,Mesopolobus tibialis,
ES,Spain,Neuroterus albipes,bisexual,Mesopolobus tibialis,1
FR,France,Neuroterus albipes,bisexual,Mesopolobus tibialis,1
GB,United Kingdom,Neuroterus albipes,bisexual,Mesopolobus tibialis,3
ES,Spain,Neuroterus albipes,bisexual,Pediobius clita,1
GB,United Kingdom,Neuroterus albipes,bisexual,Pediobius clita,24
DE,Germany,Neuroterus albipes,bisexual,Pediobius lysis,1
FR,France,Neuroterus albipes,bisexual,Pediobius lysis,4
GB,United Kingdom,Neuroterus albipes,bisexual,Pediobius lysis,10
IT,Italy,Neuroterus anthracinus,bisexual,Ceroptres clavicornis,
IT,Italy,Neuroterus anthracinus,bisexual,Synergus facialis,
ES,Spain,Neuroterus anthracinus,bisexual,Synergus pallipes,
AD,Andorra,Neuroterus anthracinus,bisexual,Synergus tibialis,
ES,Spain,Neuroterus anthracinus,bisexual,Ormocerus vernalis,5
GB,United Kingdom,Neuroterus anthracinus,bisexual,Ormocerus vernalis,7
HU,Hungary,Neuroterus anthracinus,bisexual,Ormocerus vernalis,1
ES,Spain,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,1
HU,Hungary,Neuroterus anthracinus,bisexual,Mesopolobus fasciiventris,1
GB,United Kingdom,Neuroterus anthracinus,bisexual,Mesopolobus fuscipes,55
ES,Spain,Neuroterus anthracinus,bisexual,Mesopolobus mediterraneus,1
ES,Spain,Neuroterus anthracinus,bisexual,Mesopolobus tibialis,99
GB,United Kingdom,Neuroterus anthracinus,bisexual,Mesopolobus tibialis,3
IT,Italy,Neuroterus anthracinus,bisexual,Mesopolobus tibialis,
ES,Spain,Neuroterus anthracinus,bisexual,Mesopolobus xanthocerus,7
GB,United Kingdom,Neuroterus anthracinus,bisexual,Mesopolobus xanthocerus,1
ES,Spain,Neuroterus anthracinus,bisexual,Aulogymnus arsames,1
NA,,Neuroterus anthracinus,bisexual,Neuroterus anthracinus,
HU,Hungary,Neuroterus anthracinus,bisexual,Ceroptres clavicornis,1
