"species","family","plant","plantPart","noHosts","hostType","impact"
"Sitona griseus","Curculionidae","Ononis spinosa","roots","oligophagous","subsidiary","-"
"Sitona griseus","Curculionidae","Ononis campestris","roots","oligophagous","subsidiary","-"
"Sitona griseus","Curculionidae","Ononis repens subsp. spinosa","roots","oligophagous","subsidiary","-"
"Sitona hispidulus","Curculionidae","Trifolium pratense","roots","oligophagous","principal","-"
"Sitona lepidus","Curculionidae","Trifolium pratense","roots","oligophagous","principal","-"
"Sitona lepidus","Curculionidae","Trifolium repens","roots","oligophagous","principal","-"
"Sitona lepidus","Curculionidae","Amoria repens","roots","oligophagous","principal","-"
"Sitona lineatus","Curculionidae","Lotus corniculatus","-","Oligophagous","-",""
"Sitona ononidis","Curculionidae","Ononis repens","roots","oligophagous","principal","-"
"Sitona ononidis","Curculionidae","Ononis repens subsp. maritima","roots","oligophagous","principal","-"
"Sitona puncticollis","Curculionidae","Lotus corniculatus","-","Oligophagous","-",""
"Sitona regensteinensis","Curculionidae","Ulex europaeus","-","oligophagous","principal","-"
"Sitona striatellus","Curculionidae","Genista anglica","-","oligophagous","subsidiary","-"
"Sitona striatellus","Curculionidae","Ulex europaeus","-","oligophagous","principal","-"
"Sitona striatellus","Curculionidae","Ulex minor","-","oligophagous","principal","-"
"Sitona striatellus","Curculionidae","Ulex nanus","-","oligophagous","principal","-"
"Sitona sulcifrons","Curculionidae","Lotus corniculatus","roots","Oligophagous","-",""
"Sitona sulcifrons","Curculionidae","Trifolium pratense","roots","oligophagous","principal","-"
"Sitona waterhousei","Curculionidae","Lotus corniculatus","roots","monophagous","principal","-"
"Smicronyx coecus","Curculionidae","Cuscuta epithymum","stems","monophagous","principal","-"
"Smicronyx jungermanniae","Curculionidae","Cuscuta epithymum","stems","oligophagous","principal","-"
"Smicronyx jungermanniae","Curculionidae","Cuscuta europaea","stems","oligophagous","principal","-"
"Smicronyx reichi","Curculionidae","Centaurium erythraea","fruits/seeds","monophagous","principal","-"
"Smicronyx reichi","Curculionidae","Centaurium capitatum","fruits/seeds","monophagous","principal","-"
"Smicronyx reichi","Curculionidae","Centaurium latifolium","fruits/seeds","monophagous","principal","-"
"Smicronyx reichi","Curculionidae","Erythraea capitata","fruits/seeds","monophagous","principal","-"
"Sminthurus viridis","Sminthuridae","Galium aparine","stems","monophagous","-",""
"Sminthurus viridis","Sminthuridae","Lotus corniculatus","-","Polyphagous","-",""
"Smynthurodes betae","Pemphigidae","Capsella bursa-pastoris","roots","","-",""
"Sonronius dahlbomi","Cicadellidae","Chamerion angustifolium","-","oligophagous","principal","-"
"Sonronius dahlbomi","Cicadellidae","Rubus idaeus","-","polyphagous","principal","-"
"Sonronius dahlbomi","Cicadellidae","Chamaenerion angustifolium","-","oligophagous","principal","-"
"Sonronius dahlbomi","Cicadellidae","Epilobium angustifolium","-","oligophagous","principal","-"
"Sophronia humerella","Gelechiidae","Artemisia campestris","leaves","monophagous","-","-"
"Sorhagenia janiszewskae","Cosmopterisidae","Frangula alnus","shoots","monophagous","-","I"
"Sorhagenia lophyrella","Cosmopterisidae","Frangula alnus","buds","oligophagous","-","-"
"Sorhagenia lophyrella","Cosmopterisidae","Frangula alnus","flower buds","oligophagous","-","-"
"Sorhagenia lophyrella","Cosmopterisidae","Frangula alnus","leaves","oligophagous","-","-"
"Sorhagenia lophyrella","Cosmopterisidae","Rhamnus cathartica","flower buds","oligophagous","-","I"
"Sorhagenia rhamniella","Cosmopterisidae","Frangula alnus","flowers","oligophagous","-","-"
"Sorhagenia rhamniella","Cosmopterisidae","Frangula alnus","shoots","oligophagous","-","-"
"Spanioneura fonscolombii","Psyllidae","Buxus sempervirens","-","monophagous","-","-"
"Spargania luctuata","Geometridae","Chamerion angustifolium","leaves","monophagous","-","-"
"Spargania luctuata","Geometridae","Chamaenerion angustifolium","leaves","monophagous","-","-"
"Spargania luctuata","Geometridae","Epilobium angustifolium","leaves","monophagous","-","-"
"Sparganothis pilleriana","Lepidoptera","Iris pseudacorus","-","","-",""
"Sparganothis pilleriana","Tortricidae","Rosa rugosa","fruit","","-",""
"Sphaeroderma rubidum","Chrysomelidae","Cirsium vulgare","leaves","Polyphagous","-",""
"Sphaeroderma testaceum","Chrysomelidae","Cirsium vulgare","leaves","p","-",""
"Sphinx ligustri","Sphingidae","Fraxinus excelsior","leaves","oligophagous","subsidiary","-"
"Sphinx ligustri","Sphingidae","Ligustrum vulgare","leaves","oligophagous","principal","-"
"Sphinx ligustri","Sphingidae","Viburnum lantana","","","-",""
"Spilonota ocellana","Tortricidae","Betula pendula","leaves","Polyphagous","-",""
"Spilonota ocellana","Tortricidae","Betula pubescens","leaves","Polyphagous","-",""
"Spilonota ocellana","Tortricidae","Myrica gale","-","","-",""
"Spilosoma lubricipeda","Arctiidae","Fallopia japonica","leaves","polyphagous","-",""
"Spilosoma lubricipeda","Arctiidae","Polygonum cuspidatum","leaves","polyphagous","-",""
"Spilosoma lubricipeda","Arctiidae","Reynoutria japonica","leaves","polyphagous","-",""
"Spilosoma urticae","Lepidoptera","Iris pseudacorus","leaves","","-",""
"Spiris striata","Arctiidae","Pilosella officinarum","-","","-",""
"Spiris striata","Arctiidae","Hieracium pilosella","-","","-",""
"Spuleria flavicaput","Cosmopterisidae","Crataegus laevigata","woody parts","monophagous","-","-"
"Spuleria flavicaput","Cosmopterisidae","Crataegus monogyna","woody parts","monophagous","-","-"
"Spuleria flavicaput","Cosmopterisidae","Crataegus oxyacanthoides","woody parts","monophagous","-","-"
"Staegeriella necopinata","Aphididae","Galium mollugo","flowers","monophagous","-","-"
"Staegeriella necopinata","Aphididae","Galium mollugo","leaves","monophagous","-","-"
"Staegeriella necopinata","Aphididae","Galium mollugo","shoots","monophagous","-","-"
"Staegeriella necopinata","Aphididae","Galium verum","leaves","monophagous","-","-"
"Staegeriella necopinata","Aphididae","Galium verum","shoots","monophagous","-","-"
"Stathmopoda pedella","Stathmopodidae","Alnus glutinosa","fruits/seeds","monophagous","-","-"
"Staticobium limonii","Aphididae","Limonium vulgare","flowers","monophagous","-","-"
"Staticobium limonii","Aphididae","Limonium vulgare","leaves","monophagous","-","-"
"Stauropus fagi","Notodontidae","Betula pendula","-","Polyphagous","-",""
"Stauropus fagi","Notodontidae","Betula pubescens","-","Polyphagous","-",""
"Steingelia gorodetskia","Margorididae","Betula pendula","-","Polyphagous","-",""
"Steingelia gorodetskia","Margorididae","Betula pubescens","-","Polyphagous","-",""
"Stenocarus umbrinus","Curculionidae","Anthyllis vulneraria","leaves","oligophagous","principal","-"
"Stenocorus meridianus","Cerambycidae","Betula pendula","woody parts","Polyphagous","-",""
"Stenocorus meridianus","Cerambycidae","Betula pubescens","woody parts","Polyphagous","-",""
"Stenocranus major","Delphacidae","Phalaris arundinacea","-","oligophagous","principal","-"
"Stenocranus minutus","Delphacidae","Dactylis glomerata","-","oligophagous","principal","-"
"Stenolechia gemmella","Gelechiidae","Quercus petraea","leaves","monophagous","-","-"
"Stenolechia gemmella","Gelechiidae","Quercus robur","leaves","monophagous","-","-"
"Stenoptilia bipunctidactyla","Pterophoridae","Knautia arvensis","flowers","oligophagous","-","-"
"Stenoptilia bipunctidactyla","Pterophoridae","Scabiosa columbaria","flowers,shoots","oligophagous","-","-"
"Stenoptilia bipunctidactyla","Pterophoridae","Succisa pratensis","flowers","oligophagous","-","-"
"Stenoptilia bipunctidactyla","Pterophoridae","Scabiosa pratensis","flowers","oligophagous","-","-"
"Stenoptilia bipunctidactyla","Pterophoridae","Scabiosa succisa","flowers","oligophagous","-","-"
"Stenoptilia graphodactyla","Pterophoridae","Gentiana pneumonanthe","flower buds","monophagous","-","-"
"Stenoptilia graphodactyla","Pterophoridae","Gentiana pneumonanthe","fruits/seeds","monophagous","-","-"
"Stenoptilia graphodactyla","Pterophoridae","Gentiana pneumonanthe","shoots","monophagous","-","-"
"Stenoptilia graphodactyla","Pterophoridae","Gentiana pneumonanthe","stems","monophagous","-","-"
"Stenoptilia pterodactyla","Pterophoridae","Veronica chamaedrys","flowers","monophagous","-","-"
"Stenoptilia pterodactyla","Pterophoridae","Veronica chamaedrys","shoots","monophagous","-","-"
"Stenoptilia pterodactyla","Pterophoridae","Veronica chamaedrys","stems","monophagous","-","-"
"Stenoptilia saxifragae","Pterophoridae","Saxifraga hypnoides","leaves","monophagous","-","-"
"Stenoptilia saxifragae","Pterophoridae","Saxifraga hypnoides","shoots","monophagous","-","-"
"Stenoptilia saxifragae","Pterophoridae","Saxifraga platypetala","leaves","monophagous","-","-"
"Stenoptilia saxifragae","Pterophoridae","Saxifraga platypetala","shoots","monophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Blackstonia perfoliata","flowers","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Blackstonia perfoliata","fruits/seeds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Blackstonia perfoliata","leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium erythraea","buds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium erythraea","flowers","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium erythraea","fruits/seeds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium erythraea","leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Gentianella amarella","flowers,fruits/seeds,leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Gentianella anglica","flowers,fruits/seeds,leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Gentianella campestris","flowers,fruits/seeds,leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium capitatum","buds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium capitatum","flowers","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium capitatum","fruits/seeds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium capitatum","leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium latifolium","buds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium latifolium","flowers","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium latifolium","fruits/seeds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Centaurium latifolium","leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Gentiana campestris","flowers,fruits/seeds,leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Gentiana amarella","flowers,fruits/seeds,leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Chlora perfoliata","flowers","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Chlora perfoliata","fruits/seeds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Chlora perfoliata","leaves","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Erythraea capitata","buds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Erythraea capitata","flowers","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Erythraea capitata","fruits/seeds","oligophagous","-","-"
"Stenoptilia zophodactylus","Pterophoridae","Erythraea capitata","leaves","oligophagous","-","-"
"Stenostola ferrea","Cerambycidae","Tilia cordata","bark,shoots","Oligophagous","-",""
"Stephensia brunnichella","Elachistidae","Clinopodium calamintha","leaves","monophagous","-","-"
"Stephensia brunnichella","Elachistidae","Clinopodium vulgare","leaves","monophagous","-","-"
"Stephensia brunnichella","Elachistidae","Calamintha nepeta","leaves","monophagous","-","-"
"Stephensia brunnichella","Elachistidae","Satureja calamintha","leaves","monophagous","-","-"
"Stephensia brunnichella","Elachistidae","Satureja vulgaris","leaves","monophagous","-","-"
"Stephensia brunnichella","Elachistidae","Calamintha clinopodium","leaves","monophagous","-","-"
"Sterrhopterix fusca","Psychidae","Betula pendula","leaves","polyphagous","-","I"
"Sterrhopterix fusca","Psychidae","Betula pendula","leaves","polyphagous","-","I"
"Sterrhopterix fusca","Psychidae","Betula pubescens","leaves","polyphagous","-","I"
"Stigmella aceris","Nepticulidae","Acer campestre","leaves","monophagous","-","-"
"Stigmella aceris","Nepticulidae","Acer platanoides","leaves","monophagous","-","-"
"Stigmella aeneofasciella","Nepticulidae","Agrimonia eupatoria","leaves","monophagous","-","-"
"Stigmella aeneofasciella","Nepticulidae","Fragaria vesca","leaves","oligophagous","-","-"
"Stigmella aeneofasciella","Nepticulidae","Potentilla anserina","leaves","oligophagous","-","-"
"Stigmella aeneofasciella","Nepticulidae","Potentilla erecta","leaves","oligophagous","-","-"
"Stigmella aeneofasciella","Nepticulidae","Potentilla reptans","leaves","oligophagous","-","-"
"Stigmella aeneofasciella","Nepticulidae","Potentilla sylvestris","leaves","oligophagous","-","-"
"Stigmella alnetella","Nepticulidae","Alnus glutinosa","leaves","monophagous","-","-"
"Stigmella anomalella","Nepticulidae","Rosa spinosissima","leaves","monophagous","-","I"
"Stigmella anomalella","Nepticulidae","Rosa canina","leaves","monophagous","-","I"
"Stigmella anomalella","Nepticulidae","Rosa rugosa","leaves","","-",""
"Stigmella anomalella","Nepticulidae","Rosa corymbifera","leaves","monophagous","-","I"
"Stigmella anomalella","Nepticulidae","Rosa squarrosa","leaves","monophagous","-","I"
"Stigmella anomalella","Nepticulidae","Rosa pimpinellifolia","leaves","monophagous","-","I"
"Stigmella assimilella","Nepticulidae","Populus alba","leaves","monophagous","-","-"
"Stigmella assimilella","Nepticulidae","Populus tremula","leaves","monophagous","-","I"
"Stigmella assimilella","Nepticulidae","Populus x canescens = P.alba x tremula","leaves","monophagous","-","I"
"Stigmella assimilella","Nepticulidae","Populus x hybrida","leaves","monophagous","-","I"
"Stigmella atricapitella","Nepticulidae","Quercus petraea","leaves","monophagous","-","-"
"Stigmella atricapitella","Nepticulidae","Quercus robur","leaves","monophagous","-","-"
"Stigmella aurella","Nepticulidae","Agrimonia eupatoria","leaves","oligophagous","-","-"
"Stigmella aurella","Nepticulidae","Fragaria vesca","leaves","oligophagous","-","-"
"Stigmella aurella","Nepticulidae","Geum urbanum","leaves","oligophagous","-","-"
"Stigmella aurella","Nepticulidae","Rubus caesius","leaves","oligophagous","-","I"
"Stigmella aurella","Nepticulidae","Rubus idaeus","leaves","oligophagous","-","I"
"Stigmella aurella","Nepticulidae","Rubus fruticosus","leaves","oligophagous","principal","I"
"Stigmella auromarginella","Nepticulidae","Rubus saxatilis","leaves","monophagous","-","-"
"Stigmella auromarginella","Nepticulidae","Rubus fruticosus","leaves","monophagous","-","I"
"Stigmella basiguttella","Nepticulidae","Quercus cerris","leaves","monophagous","-","-"
"Stigmella basiguttella","Nepticulidae","Quercus petraea","leaves","monophagous","-","-"
"Stigmella basiguttella","Nepticulidae","Quercus robur","leaves","monophagous","-","-"
"Stigmella betulicola","Nepticulidae","Betula nana","leaves","monophagous","-","-"
"Stigmella betulicola","Nepticulidae","Betula pendula","leaves","monophagous","-","-"
"Stigmella betulicola","Nepticulidae","Betula pubescens","leaves","monophagous","-","-"
"Stigmella carpinella","Nepticulidae","Carpinus betulus","leaves","monophagous","-","-"
"Stigmella catharticella","Nepticulidae","Rhamnus cathartica","leaves","monophagous","-","-"
"Stigmella centifoliella","Nepticulidae","Rosa canina","leaves","monophagous","-","-"
"Stigmella centifoliella","Nepticulidae","Rosa rugosa","leaves","","-",""
"Stigmella centifoliella","Nepticulidae","Rosa corymbifera","leaves","monophagous","-","-"
"Stigmella centifoliella","Nepticulidae","Rosa squarrosa","leaves","monophagous","-","-"
"Stigmella confusella","Nepticulidae","Betula pendula","leaves","monophagous","-","-"
"Stigmella confusella","Nepticulidae","Betula pubescens","leaves","Monophagous","-",""
"Stigmella continuella","Nepticulidae","Betula pendula","leaves","monophagous","-","-"
"Stigmella continuella","Nepticulidae","Betula pubescens","leaves","Monophagous","-",""
"Stigmella crataegella","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","-"
"Stigmella crataegella","Nepticulidae","Crataegus monogyna","leaves","monophagous","-","-"
"Stigmella crataegella","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","-"
"Stigmella desperatella","Nepticulidae","Malus sylvestris","leaves","monophagous","-","-"
"Stigmella distinguenda","Nepticulidae","Betula pendula","leaves","Monophagous","-",""
"Stigmella distinguenda","Nepticulidae","Betula pubescens","leaves","Monophagous","-",""
"Stigmella dryadella","Nepticulidae","Dryas octopetala","leaves","monophagous","-","-"
"Stigmella filipendulae","Nepticulidae","Filipendula vulgaris","leaves","monophagous","-","-"
"Stigmella filipendulae","Nepticulidae","Spiraea filipendula","leaves","monophagous","-","-"
"Stigmella floslactella","Nepticulidae","Carpinus betulus","leaves","oligophagous","-","-"
"Stigmella glutinosae","Nepticulidae","Alnus glutinosa","leaves","monophagous","-","-"
"Stigmella hemargyrella","Nepticulidae","Fagus sylvatica","leaves","monophagous","-","-"
"Stigmella hybnerella","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","I"
"Stigmella hybnerella","Nepticulidae","Crataegus monogyna","leaves","monophagous","-","I"
"Stigmella hybnerella","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","I"
"Stigmella incognitella","Nepticulidae","Malus sylvestris","leaves","monophagous","-","-"
"Stigmella lapponica","Nepticulidae","Betula pendula","leaves","monophagous","-","-"
"Stigmella lapponica","Nepticulidae","Betula pubescens","leaves","Monophagous","-",""
"Stigmella lemniscella","Nepticulidae","Ulmus glabra","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus procera","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus minor","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus minor var. vulgaris","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus angustifolia","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus carpinifolia","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus diversifolia","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus sarniensis","leaves","monophagous","-","-"
"Stigmella lemniscella","Nepticulidae","Ulmus stricta","leaves","monophagous","-","-"
"Stigmella luteella","Nepticulidae","Betula pendula","leaves","monophagous","-","-"
"Stigmella luteella","Nepticulidae","Betula pubescens","leaves","Monophagous","-",""
"Stigmella magdalenae","Nepticulidae","Sorbus aucuparia","leaves","monophagous","-","I"
"Stigmella malella","Nepticulidae","Malus sylvestris","leaves","monophagous","-","-"
"Stigmella mespilicola","Nepticulidae","Sorbus aria","leaves","monophagous","-","-"
"Stigmella microtheriella","Nepticulidae","Carpinus betulus","leaves","oligophagous","-","-"
"Stigmella microtheriella","Nepticulidae","Corylus avellana","leaves","oligophagous","-","I"
"Stigmella microtheriella","Nepticulidae","Vaccinium myrtillus","-","-","-","-"
"Stigmella myrtillella","Nepticulidae","Vaccinium myrtillus","leaves","monophagous","-","-"
"Stigmella myrtillella","Nepticulidae","Vaccinium uliginosum","leaves","monophagous","-","-"
"Stigmella nylandriella","Nepticulidae","Sorbus aucuparia","leaves","monophagous","-","I"
"Stigmella obliquella","Nepticulidae","Salix alba","leaves","monophagous","-","-"
"Stigmella obliquella","Nepticulidae","Salix fragilis","leaves","monophagous","-","-"
"Stigmella obliquella","Nepticulidae","Salix pentandra","leaves","monophagous","-","-"
"Stigmella obliquella","Nepticulidae","Salix purpurea","leaves","monophagous","-","-"
"Stigmella obliquella","Nepticulidae","Salix viminalis","leaves","monophagous","-","-"
"Stigmella obliquella","Nepticulidae","Salix decipiens","leaves","monophagous","-","-"
"Stigmella oxyacanthella","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","-"
"Stigmella oxyacanthella","Nepticulidae","Crataegus monogyna","leaves","oligophagous","-","-"
"Stigmella oxyacanthella","Nepticulidae","Salix alba","-","-","-","-"
"Stigmella oxyacanthella","Nepticulidae","Sorbus aucuparia","leaves","oligophagous","subsidiary","-"
"Stigmella oxyacanthella","Nepticulidae","Malus sylvestris","leaves","oligophagous","-","-"
"Stigmella oxyacanthella","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","-"
"Stigmella paradoxa","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","-"
"Stigmella paradoxa","Nepticulidae","Crataegus monogyna","leaves","monophagous","-","-"
"Stigmella paradoxa","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","-"
"Stigmella perpygmaeella","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","I"
"Stigmella perpygmaeella","Nepticulidae","Crataegus monogyna","leaves","monophagous","-","I"
"Stigmella perpygmaeella","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","I"
"Stigmella plagicolella","Nepticulidae","Prunus domestica","leaves","monophagous","-","-"
"Stigmella plagicolella","Nepticulidae","Prunus spinosa","leaves","monophagous","-","I"
"Stigmella plagicolella","Nepticulidae","Prunus insititia","leaves","monophagous","-","-"
"Stigmella poterii","Nepticulidae","Potentilla erecta","leaves","oligophagous","-","-"
"Stigmella poterii","Nepticulidae","Rubus chamaemorus","leaves","oligophagous","-","-"
"Stigmella poterii","Nepticulidae","Potentilla sylvestris","leaves","oligophagous","-","-"
"Stigmella prunetorum","Nepticulidae","Prunus avium","leaves","monophagous","-","-"
"Stigmella prunetorum","Nepticulidae","Prunus spinosa","leaves","monophagous","-","-"
"Stigmella regiella","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","-"
"Stigmella regiella","Nepticulidae","Crataegus laevigata","leaves","monophagous","-","I"
"Stigmella regiella","Nepticulidae","Crataegus monogyna","leaves","monophagous","-","-"
"Stigmella regiella","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","-"
"Stigmella regiella","Nepticulidae","Crataegus oxyacanthoides","leaves","monophagous","-","I"
"Stigmella roborella","Nepticulidae","Quercus petraea","leaves","monophagous","-","-"
"Stigmella roborella","Nepticulidae","Quercus robur","leaves","monophagous","-","-"
"Stigmella ruficapitella","Nepticulidae","Castanea sativa","leaves","oligophagous","subsidiary","-"
"Stigmella ruficapitella","Nepticulidae","Quercus petraea","leaves","oligophagous","principal","-"
"Stigmella ruficapitella","Nepticulidae","Quercus robur","leaves","oligophagous","principal","-"
"Stigmella salicis","Nepticulidae","Salix aurita","leaves","monophagous","-","-"
"Stigmella salicis","Nepticulidae","Salix caprea","leaves","monophagous","-","I"
"Stigmella salicis","Nepticulidae","Salix cinerea","leaves","monophagous","-","I"
"Stigmella samiatella","Nepticulidae","Castanea sativa","leaves","oligophagous","-","-"
"Stigmella samiatella","Nepticulidae","Quercus petraea","leaves","oligophagous","-","-"
"Stigmella samiatella","Nepticulidae","Quercus robur","leaves","oligophagous","-","-"
"Stigmella sorbi","Nepticulidae","Cotoneaster simonsii","leaves","oligophagous","subsidiary","-"
"Stigmella sorbi","Nepticulidae","Sorbus aria","leaves","oligophagous","subsidiary","-"
"Stigmella sorbi","Nepticulidae","Sorbus aucuparia","leaves","oligophagous","principal","I"
"Stigmella sorbi","Nepticulidae","Sorbus intermedia","leaves","oligophagous","subsidiary","-"
"Stigmella speciosa","Nepticulidae","Acer pseudoplatanus","leaves","monophagous","-","-"
"Stigmella spinosissimae","Nepticulidae","Rosa spinosissima","leaves","monophagous","-","-"
"Stigmella spinosissimae","Nepticulidae","Rosa pimpinellifolia","leaves","monophagous","-","-"
"Stigmella splendidissimella","Nepticulidae","Fragaria vesca","leaves","oligophagous","-","-"
"Stigmella splendidissimella","Nepticulidae","Geum rivale","leaves","oligophagous","-","-"
"Stigmella splendidissimella","Nepticulidae","Geum rivale","leaves","","-",""
"Stigmella splendidissimella","Nepticulidae","Geum urbanum","leaves","oligophagous","-","-"
"Stigmella splendidissimella","Nepticulidae","Rubus caesius","leaves","oligophagous","-","I"
"Stigmella splendidissimella","Nepticulidae","Rubus chamaemorus","leaves","oligophagous","-","-"
"Stigmella splendidissimella","Nepticulidae","Rubus saxatilis","leaves","oligophagous","-","-"
"Stigmella splendidissimella","Nepticulidae","Rubus fruticosus","leaves","oligophagous","-","-"
"Stigmella svenssoni","Nepticulidae","Quercus petraea","leaves","monophagous","-","-"
"Stigmella svenssoni","Nepticulidae","Quercus robur","leaves","monophagous","-","-"
"Stigmella tiliae","Nepticulidae","Tilia cordata","leaves","monophagous","-","I"
"Stigmella tiliae","Nepticulidae","Tilia platyphyllos","leaves","monophagous","-","-"
"Stigmella tityrella","Nepticulidae","Fagus sylvatica","leaves","monophagous","-","-"
"Stigmella torminalis","Nepticulidae","Sorbus torminalis","leaves","monophagous","-","-"
"Stigmella trimaculella","Nepticulidae","Populus nigra","leaves","monophagous","-","I"
"Stigmella ulmariae","Nepticulidae","Filipendula ulmaria","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus glabra","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus procera","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus minor","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus minor var. vulgaris","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus angustifolia","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus carpinifolia","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus diversifolia","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus sarniensis","leaves","monophagous","-","-"
"Stigmella ulmivora","Nepticulidae","Ulmus stricta","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus glabra","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus procera","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus minor","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus minor var. vulgaris","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus angustifolia","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus carpinifolia","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus diversifolia","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus sarniensis","leaves","monophagous","-","-"
"Stigmella viscerella","Nepticulidae","Ulmus stricta","leaves","monophagous","-","-"
"Stigmella zelleriella","Nepticulidae","Salix repens","leaves","monophagous","-","-"
"Strangalia aurulenta","Cerambycidae","Betula pendula","woody parts","Polyphagous","-",""
"Strangalia aurulenta","Cerambycidae","Betula pubescens","woody parts","Polyphagous","-",""
"Strangalia maculata","Cerambycidae","Betula pendula","woody parts","Polyphagous","-",""
"Strangalia maculata","Cerambycidae","Betula pubescens","woody parts","Polyphagous","-",""
"Strangalia quadrifasciata","Cerambycidae","Betula pendula","woody parts","Polyphagous","-",""
"Strangalia quadrifasciata","Cerambycidae","Betula pubescens","woody parts","Polyphagous","-",""
"Streptanus sordidus","Cicadellidae","Agrostis capillaris","-","polyphagous","principal","-"
"Streptanus sordidus","Cicadellidae","Agrostis tenuis","-","polyphagous","principal","-"
"Strophedra nitidana","Tortricidae","Quercus petraea","leaves","monophagous","-","-"
"Strophedra nitidana","Tortricidae","Quercus robur","leaves","monophagous","-","-"
"Strophedra weirana","Tortricidae","Fagus sylvatica","leaves","monophagous","-","-"
"Strophingia cinereae","Aphalaridae","Erica cinerea","-","oligophagous","principal","-"
"Strophingia ericae","Aphalaridae","Calluna vulgaris","-","oligophagous","principal","-"
"Strophingia ericae","Aphalaridae","Erica cinerea","-","oligophagous","principal","-"
