Date,Category,Commendation,Camera,Lens,FocalLength,ShutterSpeed,Aperture,ISO
2014,World in Our Hands Award,Finalist,Canon EOS-1D X,24–105mm lens,105mm,1/2000sec,f6.3,-
2014,World in Our Hands Award,Finalist,Nikon D3s,70–200mm f2.8 lens,200mm,1/800sec,f5.6,-
2014,World in Our Hands Award,Finalist,Canon EOS 5D Mark III,16–35mm f2.8 lens,35mm,1/400sec,f10,-
2014,World in Our Hands Award,Finalist,Canon EOS 5D Mark III,16–35mm f2.8 lens,35mm,-,f8,ISO1250
2014,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens , 24mm,-,f16,-
2014,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/250sec,f16,-
2014,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/250sec,f14,-
2014,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D X,24–70mm f2.8 lens,70mm,1/250sec,f4.6,-
2014,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark III,24–70mm f2.8 lens,70mm,1/30sec,f22,-
2014,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark III,24–70mm f2.8 lens,70mm,1/250sec,f4.5,-
2014,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/2000sec,f4.5(+2e/v),-
2014,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/250sec,f4(+0.6e/v),-
2014,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/2000sec,f4.5,-
2014,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/4000sec,f4,-
2014,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/500sec,f5(+0.3e/v),-
2014,Rising Star Portfolio Award,Winner,Canon EOS 5D Mark III,500mm f4 lens,500mm,1/2000sec,f8(+0.6e/v),-
2014,Wildlife Photographer Portfolio Award,Winner,Canon EOS 7D,10–22mm f3.5–4.5 lens,22mm,1/125sec,f8,-
2014,Wildlife Photographer Portfolio Award,Winner,Canon EOS-1D Mark II,600mm f4 lens,600mm,1/180sec,f5.6,-
2014,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark II,600mm f4 lens,600mm,1/15sec,f4,-
2014,Wildlife Photographer Portfolio Award,Winner,Canon EOS-1D Mark II,400mm f4 lens,400mm,1/750sec,f4,-
2014,Wildlife Photographer Portfolio Award,Winner,Canon EOS 5D Mark II,400mm f4 lens,400mm,1/45sec,f4,-
2014,Wildlife Photographer Portfolio Award,Winner,Canon EOS-1D Mark IV,600mm f4 lens,600mm,1/180sec,f5.6,-
2014,10 Years and Under,Young Grand Title Winner 2014,Nikon D300,105mm f2.8 lens (28–300mm lens for the background),105mm,1/320sec,f10,-
2014,10 Years and Under,Finalist,Nikon D7000,70–200mm f2.8 lens,200mm,1/1600sec,f6.3,-
2014,10 Years and Under,Finalist,Nikon D7000,70–200mm f2.8 lens,200mm,1/1250sec,f5.6,-
2014,10 Years and Under,Finalist,Nikon D5100,Sigma 50–150mm f2.8 lens,150mm,1/3200sec,f7.1,-
2014,10 Years and Under,Finalist,Nikon D800,200–400mm f4 lens,400mm,1/640sec,f6.3(-0.3e/v),-
2014,11-14 Years,Winner,Canon EOS 5D Mark III,100mm f2.8 lens,100mm,1/100sec,f18,ISO320
2014,11-14 Years,Finalist,Canon EOS 7D,100–400mm lens , 400mm,1/30sec,f22(+0.7e/v),ISO800
2014,11-14 Years,Finalist,Canon EOS 5D Mark II,70–200mm f2.8 lens , 200mm,1/200sec,f4,-
2014,11-14 Years,Finalist,Canon EOS-1D Mark IV,100mm f2.8 lens,100mm,1/250sec,f4.5,-
2014,11-14 Years,Finalist,Canon EOS-1D Mark IV,300mm f2.8 lens,300mm,1/400sec,f5.6(-0.7e/v),-
2014,11-14 Years,Finalist,Canon EOS 550D,28–135mm f3.5–5.6 lens , 85mm,1/4sec,f5.6(-2.6e/v),-
2014,15-17 Years,Winner,Nikon D2X,70–200mm f2.8 lens,200mm,1/500sec,f6.3,-
2014,15-17 Years,Finalist,Nikon D700,300mm f4 lens,300mm,1/2500sec,f4,-
2014,15-17 Years,Finalist,Canon EOS 7D,400mm f2.8 lens,400mm,1/1600sec,f4,-
2014,15-17 Years,Finalist,Nikon D7000,35mm f1.8 lens,35mm,1/2000sec,f7.1(-0.7e/v),-
2013,Animals in their Environment,Winner,Canon EOS 7D,10-22mm f3.5-4.5 lens,22mm,1/320sec,f4,-
2013,Animals in their Environment,Runner-up,Nikon D4,200-400mm f4 lens,400mm,1/3200sec,f8(-0.7e/v),-
2013,Animals in their Environment,Specially commended,Nikon D3s,80-200mm f2.8 lens,200mm,1/1000sec,f7,-
2013,Animals in their Environment,Commended,Canon EOS-1D X,70-200mm f2 lens,200mm,1/350sec,f2.8,-
2013,Animals in their Environment,Commended,Canon EOS 7D,28-75mm f2.8 lens,75mm,1/160sec,f2.8(-0.7e/v),-
2013,Animals in their Environment,Commended,Nikon D800,16-35mm f4 lens,35mm,1/400sec,f11(-0.7e/v),-
2013,Animals in their Environment,Commended,Canon EOS-1D Mark IV,24-105mm f4 lens,105mm,1/1250sec,f4(+2.3e/v),-
2013,Animal Portraits,Adult Grand Title Winner 2013,Nikon D3s,16-35mm f4 lens,35mm,1/30sec,f22,ISO800
2013,Animal Portraits,Joint runner-up,Nikon D3,16-35mm f4 lens,35mm,1/60sec,f16,ISO3200
2013,Animal Portraits,Joint runner-up,Nikon D2Xs,200-400mm f4 lens,400mm,1/1250sec,f9,ISO400
2013,Animal Portraits,Commended,Nikon D80,70-300mm f4.5-5.6 lens,300mm,1/125sec,f9(-2.3e/v),-
2013,Animal Portraits,Commended,Canon EOS 5D Mark III,300mm f2.8 lens,300mm,1/250sec,f2.8,-
2013,Animal Portraits,Commended,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,1/200sec,f11,ISO640
2013,Behaviour: Birds,Winner,Canon EOS-1D Mark IV,70-200mm f2.8 lens,200mm,1/500sec,f5.6(-1e/v),-
2013,Behaviour: Birds,Runner-up,Canon EOS 5D Mark II,24mm f1.4 lens,24mm,1/6sec,f11,-
2013,Behaviour: Birds,Commended,Nikon D3,600mm f4 lens,600mm,1/200sec,f18(-1.3e/v),-
2013,Behaviour: Birds,Commended,Canon EOS 5D Mark III,300mm lens,300mm,1/3200sec,f2.8,-
2013,Behaviour: Birds,Commended,Nikon D3X,16-35mm f4 lens,35mm,1/200sec,f22(-1e/v),ISO100
2013,Behaviour: Birds,Commended,Canon EOS-1D Mark III,500mm f4 lens,500mm,1/800sec,f6.3(+0.7e/v),-
2013,Behaviour: Birds,Commended,Canon EOS 7D,18-22mm f3.5 lens,22mm,1/250sec,f14,ISO100
2013,Behaviour: Cold Blooded Animals,Winner,Nikon D7000,10-17mm Tokina fisheye lens , 17mm,1/125sec,f10,ISO100
2013,Behaviour: Cold Blooded Animals,Runner-up,Nikon D7000,Tokina 10-17mm f3.5-4.5 lens,17mm,1/200sec,f8,ISO100
2013,Behaviour: Cold Blooded Animals,Commended,Canon EOS 5D Mark III,300mm f2.8 lens,300mm,1/1250sec,f7.1,-
2013,Behaviour: Cold Blooded Animals,Commended,Nikon D4,200-400mm f4 lens,400mm,1/500sec,f4,-
2013,Behaviour: Mammals,Winner,Canon EOS-1D Mark IV,70-300mm f4.5-5.6 lens , 170mm,1/640sec,f5,-
2013,Behaviour: Mammals,Runner-up,Nikon D700,300mm f2.8 lens,300mm,1/2000sec,f2.8,-
2013,Behaviour: Mammals,Specially commended,Nikon D4,200-400mm f4 lens , 250mm,1/8000sec,f4,-
2013,Behaviour: Mammals,Commended,Nikon D300s,200-400mm f4 lens,400mm,1/800sec,f4,-
2013,Behaviour: Mammals,Commended,Nikon D4,600mm f4 lens,600mm,1/4000sec,f8(-1.7e/v),-
2013,Botanical Realms,Winner,Three Canon EOS 1Ds Mark III,three 35mm f1.4 lenses,35mm,1/350-1/1000sec,-,-
2013,Botanical Realms,Commended,Nikon D700,105mm f2.8 lens,105mm,1/60sec,f16,-
2013,Botanical Realms,Commended,Canon 7D,Tokina 12-24mm f4 lens,24mm,-,f4,ISO320
2013,Botanical Realms,Commended,Nikon D300,Meyer Gorlitz Trioplan 100mm f2.8 lens,100mm,1/1600sec,f2.8,ISO160
2013,Botanical Realms,Commended,Canon 5D Mark II,17-40mm f4 lens,40mm,1/4sec,f20,-
2013,Underwater Worlds,Winner,Nikon D3s,17-35mm lens , 35mm,1/250sec,f13,-
2013,Underwater Worlds,Runner-up,Nikon D7000,Tokina 10-17mm fisheye lens,17mm,1/100sec,f11,ISO320
2013,Underwater Worlds,Specially commended,Nikon D3s,modified wide-angle lens,-,1/250sec,f8,-
2013,Underwater Worlds,Specially commended,Canon 5D Mark II,15mm f2.8 lens,15mm,1/60sec,f11,ISO100
2013,Underwater Worlds,Commended,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,1/200sec,f11,ISO640
2013,Underwater Worlds,Commended,Nikon D300s,Tokina 10-17mm f3.5-4.5 lens,17mm,1/320sec,f20,ISO400
2013,Underwater Worlds,Commended,Nikon D300,Tokina 10-17mm f3.5-4.5 lens , 10mm,1/60sec,f8,-
2013,Wildscapes,Winner,Nikon D4,16-35mm f4 lens,35mm,1/40sec,f8,-
2013,Wildscapes,Runner-up,Canon EOS 5D Mark III,14mm f2.8 II lens,14mm,-,f3.5,-
2013,Wildscapes,Specially commended,Nikon D800,24-120mm f4 lens , 50mm,1/3sec,f16,-
2013,Wildscapes,Commended,Canon EOS 5D Mark III,24-70mm f2.8 lens,70mm,-,f22,-
2013,Wildscapes,Commended,Nikon D800E,70-200mm f2.8 lens,200mm,-,f22,-
2013,Wildscapes,Commended,Canon EOS 5D Mark II,Canon TS-E 24mm f3.5 II lens,24mm,1/200sec,f11,ISO100
2013,Urban Wildlife,Winner,Canon EOS 5D Mark III,17mm tilt/shift lens (both tilt and shift enabled),17mm,-,f11,ISO250
2013,Urban Wildlife,Runner-up,Nikon D300,70-200mm f2.8 lens,200mm,1/1000sec,f11(-0.3e/v),-
2013,Urban Wildlife,Commended,Nikon D700,70-200mm lens,200mm,1/100sec,f8,-
2013,Nature in Black and White,Winner,Nikon D3s,500mm f4 lens,500mm,1/125sec,f5.6,-
2013,Nature in Black and White,Runner-up,Nikon D4,200-400mm f4 lens,400mm,1/100sec,f4,-
2013,Nature in Black and White,Commended,Nikon D1X,15-30mm f3.5 lens,30mm,1/90sec,f22,-
2013,Nature in Black and White,Commended,Canon EOS-1D Mark III,600mm f4 lens,600mm,1/320sec,f16,-
2013,Nature in Black and White,Commended,Olympus OM-D E-M5,Panasonic 8mm fisheye lens,8mm,1/250sec,f8,-
2013,Creative Visions,Winner,Nikon D4,24-70mm f2.8 lens , 55mm,1/100sec,f11,-
2013,Creative Visions,Runner-up,Canon EOS 5D3,8-15mm f4 lens,15mm,1/100sec,f22,-
2013,Creative Visions,Commended,Nikon D700,70-200mm f2.8 lens,200mm,1/60sec,f2.8(-0.3e/v),-
2013,Creative Visions,Commended,Nikon D4,24-70mm f2.8 lens,70mm,-,f8,ISO400
2013,Creative Visions,Commended,Canon EOS 5D Mark III,500mm lens,500mm,1/3200sec,f4.5,-
2013,Creative Visions,Commended,Canon EOS 7D,Sigma 50-500mm f4-6.3 lens,500mm,1/20sec,f32,-
2013,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens , 16mm,1/13sec,f8,ISO1600
2013,Eric Hosking Portfolio Award,Winner,Canon EOS-1D Mark IV,500mm f4 lens , 700mm,1/15sec,f6.3,ISO400
2013,Eric Hosking Portfolio Award,Winner,Canon 5D Mark II,70-200mm f2.8 lens , 115mm,-,f11,-
2013,Eric Hosking Portfolio Award,Winner,Canon EOS-1D Mark IV,500mm f4 lens , 500mm,1/2500sec,f8,-
2013,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens , 16mm,-,f20,ISO100
2013,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,70-200mm f2.8 lens , 150mm,1/125sec,f7.1,-
2013,Gerald Durrell Award for Endangered Species,Winner,Nikon D3,200-400mm lens,400mm,1/1600sec,f9,-
2013,Gerald Durrell Award for Endangered Species,Runner-up,Nikon D2Xs,70-200mm f2.8 lens,200mm,1/60sec,f3.8,-
2013,Gerald Durrell Award for Endangered Species,Commended,Nikon D300,80-400mm lens,400mm,1/80sec,f4.8,-
2013,Gerald Durrell Award for Endangered Species,Commended,Nikon D7000,70-200mm f2.8 lens,200mm,1/160sec,f5(-0.3e/v),-
2013,World in Our Hands Award,Winner,Nikon D90,Tokina 10-17mm lens , 14mm,1/80sec,f7.1,-
2013,World in Our Hands Award,Runner-up,Nikon D3,24-70mm f2.8 lens,70mm,1/800sec,f6.3,-
2013,World in Our Hands Award,Specially commended,Nikon D700,24-70mm lens,70mm,-,f22,-
2013,World in Our Hands Award,Commended,Nikon D300,10.5mm f2.8 lens,5mm,1/160sec,f5,ISO400
2013,World in Our Hands Award,Commended,Nikon D800,15mm fisheye f2.8 lens,15mm,1/320sec,f16,ISO640
2013,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,24mm f1.4 lens , 24mm,1/250sec,f10,-
2013,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens , 19mm,1/250sec,f5.6,-
2013,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens , 20mm,1/60sec,f4.5,-
2013,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens , 18mm,1/250sec,f5,-
2013,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D Mark IV,16-35mm f2.8 lens , 16mm,1/125sec,f2.8,-
2013,Wildlife Photojournalist Story Award,Winner,Canon EOS-1D Mark IV,35mm f1.4 lens , 35mm,-,f20,-
2013,Wildlife Photojournalist Story Award,Runner-up,Canon EOS 5D Mark II,70-200mm f4 lens , 70mm,1/1000sec,f4.5,-
2013,Wildlife Photojournalist Story Award,Runner-up,Canon EOS 5D Mark II,70-200mm f4 lens , 122mm,1/1000sec,f8,-
2013,Wildlife Photojournalist Story Award,Runner-up,Canon EOS 5D Mark II,70-200mm f4 lens , 70mm,1/1000sec,f4.5,-
2013,Wildlife Photojournalist Story Award,Runner-up,Canon EOS 5D Mark II,70-200mm f4 lens , 154mm,1/1000sec,f10,-
2013,Wildlife Photojournalist Story Award,Runner-up,Canon EOS 5D Mark II,70-200mm f4 lens , 70mm,1/1000sec,f4,-
2013,Wildlife Photojournalist Story Award,Runner-up,Canon EOS 5D Mark II,135mm f2 lens,135mm,1/1000sec,f9,-
2013,10 Years and Under,Winner,Canon Powershot G12,1/2000 sec , f5 (-0.7 e/v),-,-,-
2013,10 Years and Under,Runner-up,Canon Power Shot G12,1/500 sec , f4.5,-,-,-
2013,10 Years and Under,Specially commended,Nikon D800E,300mm f2.8 lens,300mm,1/1600sec,f2.8(+0.7e/v),-
2013,10 Years and Under,Specially commended,Nikon D800E,300mm f2.8 lens,300mm,1/500sec,f8,-
2013,11-14 Years,Young Grand Title Winner 2013,Canon EOS 550D,100-400mm lens,400mm,1/400sec,f13,-
2013,11-14 Years,Runner-up,Nikon D700,70-200mm f2.8 lens,200mm,1/20sec,f11,-
2013,11-14 Years,Commended,Canon EOS 7D,100-400mm f4.5-5.6 lens,400mm,1/60sec,f6.3(+1e/v),-
2013,11-14 Years,Commended,Nikon D2X,300mm f2.8 lens,300mm,1/160,f3.5(-1e/v),-
2013,15-17 Years,Winner,Canon 40D,400mm f5.6 lens,400mm,1/125sec,-,-
2013,15-17 Years,Runner-up,Nikon D7000,300mm f4 lens,300mm,1/4000sec,f4.5(-0.7e/v),-
2013,15-17 Years,Specially commended,Canon EOS 7D,300mm f2.8 lens,300mm,1/8000sec,f2.8,-
2013,15-17 Years,Commended,Nikon D7000,300mm f4 lens,300mm,1/320sec,f4(-0.3e/v),-
2012,Animals in their Environment,Winner,Nikon D3S,14-24mm f2.8 lens,24mm,1/400sec,f11,-
2012,Animals in their Environment,Runner-up,Nikon D3,17-55mm f2.8 lens,55mm,-,f2.8,ISO400
2012,Animals in their Environment,Specially commended,Canon EOS-1Ds Mark III,16-35mm f2.8 lens,35mm,1/50sec,f2.8,-
2012,Animals in their Environment,Commended,Canon EOS 30D,100-400mm f4.5-5.6 lens , 400mm,1/1250sec,f10,-
2012,Animals in their Environment,Commended,Canon EOS-1Ds Mark III,300mm f2.8 lens,300mm,1/640sec,f6.3,-
2012,Animals in their Environment,Commended,Nikon D3,24-70mm f2.8 lens,70mm,1/125sec,f2.8(-1.3e/v),-
2012,Animals in their Environment,Commended,Nikon D200,80-400mm f4.5-5.6 lens , 370mm,1/1000sec,f6.3,-
2012,Animal Portraits,Winner,Nikon D2X,80-400mm f4.5-5.6 lens,400mm,-,f8,ISO200
2012,Animal Portraits,Runner-up,Canon EOS-1D Mark IV,500mm lens,500mm,1/1250sec,f7.1,-
2012,Animal Portraits,Commended,Nikon D3,105mm f2.8 lens,105mm,1/200sec,f16,-
2012,Animal Portraits,Commended,Canon EOS-1Ds Mark III,24-105mm f4 lens,105mm,1/30sec,f4,-
2012,Animal Portraits,Commended,Nikon D3S,200-400mm f4 lens , 200mm,1/400sec,f4,-
2012,Behaviour: Birds,Winner,Canon EOS-1D Mark IV,24-105mm f4 lens,105mm,1/2000sec,f11,-
2012,Behaviour: Birds,Runner-up,Canon EOS 5D Mark II,8-15mm f4 lens,15mm,1/125sec,f4.5,ISO100
2012,Behaviour: Birds,Commended,Nikon D300S,600mm f4 lens,600mm,1/2000sec,f5,-
2012,Behaviour: Birds,Commended,Nikon D300,12-24mm lens,24mm,1/250sec,f7.1,ISO400
2012,Behaviour: Birds,Commended,Nikon D3,600mm f4 lens,600mm,1/1000sec,f5.6,ISO400
2012,Behaviour: Cold Blooded Animals,Winner,Canon EOS 5D Mark II,Sigma 15mm lens,15mm,1/100sec,f4,ISO400
2012,Behaviour: Cold Blooded Animals,Commended,Canon 5D Mark II,100mm lens,100mm,1/250sec,f3.2(+0.75e/v),-
2012,Behaviour: Mammals,Winner,Nikon D3,300mm f2.8 lens,300mm,1/1250sec,f2.8(-0.7e/v),-
2012,Behaviour: Mammals,Runner-up,Canon EOS 50D,300mm f2.8 lens,300mm,1/10sec,f4,-
2012,Behaviour: Mammals,Specially commended,Canon EOS-1Ds Mark III,100-400mm lens , 275mm,1/800sec,f5.6,-
2012,Behaviour: Mammals,Commended,Nikon D7000,600mm lens,600mm,1/500sec,f8,-
2012,Behaviour: Mammals,Commended,Nikon D3X,16-35mm f4 lens,35mm,1/200sec,f22(-1e/v),ISO100
2012,Botanical Realms,Winner,Canon EOS-1D Mark II N,500mm f4 lens,500mm,1/80sec,f11,ISO400
2012,Botanical Realms,Commended,Canon EOS 5D Mark II,100-400mm f4.5-5.6mm lens , 350mm,-,f22,-
2012,Botanical Realms,Commended,Canon EOS 5D Mark II,EF 85mm f1.8 lens,85mm,-,f9.5,-
2012,Botanical Realms,Commended,Nikon D3S,14-24mm f2.8 lens,24mm,-,f5,-
2012,Botanical Realms,Commended,Nikon D3,80-400mm lens , 400mm,1/2000sec,f8(-1e/v),-
2012,Botanical Realms,Commended,Canon EOS-1D Mark III,17-40mm f4 lens , 20mm,-,f16(-0.75e/v),ISO200
2012,Underwater Worlds,Adult Grand Title Winner,Canon EOS-1D Mark IV,8-15mm f4 lens,15mm,1/1000sec,f7.1,-
2012,Underwater Worlds,Runner-up,Canon EOS-1D Mark IV,16-35mm f2.8 lens,35mm,1/1250sec,f5,-
2012,Underwater Worlds,Specially commended,Canon EOS 5D Mark II,15mm lens,15mm,1/160sec,f16,ISO200
2012,Underwater Worlds,Commended,Canon EOS 5D Mark II,17-40mm f4 lens,40mm,1/100sec,f9,ISO800
2012,Underwater Worlds,Commended,Canon EOS 7D,Tokina 10-17mm lens , 10mm,1/80sec,f11,ISO160
2012,Underwater Worlds,Commended,Nikon D3,16mm lens,16mm,1/50sec,f5,ISO800
2012,Wildscapes,Winner,Nikon D3,14-24mm f2.8 lens , 17mm,-,f2.8,ISO1600
2012,Wildscapes,Runner-up,Canon EOS-1D Mark IV,135mm f2 lens,135mm,1/2000sec,f13,-
2012,Wildscapes,Specially commended,Canon EOS 5D Mark II,Zeiss Distagon T* 21mm f2.8 lens,21mm,-,f16,ISO50
2012,Wildscapes,Commended,Hasselblad H3DII-50,35-90mm f5.6 lens , 35mm,1/500sec,f5.6,-
2012,Wildscapes,Commended,Canon EOS 5D Mark II,16-35mm f2.8 lens , 16mm,-,f2.8,-
2012,Wildscapes,Commended,Nikon D7000,Sigma 10-20mm f3.5 lens , 10mm,-,f11,-
2012,Urban Wildlife,Winner,Nikon D3S,70-200mm f2.8 lens,200mm,1/30sec,f4,-
2012,Urban Wildlife,Runner-up,Hasselblad H3D-39,210mm lens,210mm,-,f7.1,-
2012,Urban Wildlife,Specially commended,Canon EOS-1D Mark IV,16-35mm lens , 25mm,1/200sec,f18,-
2012,Nature in Black and White,Winner,Canon EOS-1D Mark III,500mm f4 lens,500mm,1/640sec,f11,-
2012,Nature in Black and White,Runner-up,Canon EOS-1D Mark III,300mm f2.8 lens,300mm,1/800sec,f9,-
2012,Nature in Black and White,Specially commended,Canon EOS 5D Mark II infrared converted,24-105mm lens,105mm,1/250sec,f10,-
2012,Nature in Black and White,Commended,Canon EOS-1D Mark IV,500mm f4 lens,500mm,1/30sec,f16,-
2012,Creative Visions,Winner,Nikon D3,70-200mm f2.8 lens , 200mm,1/1600sec,f5.6,-
2012,Creative Visions,Runner-up,Canon EOS 5D Mark II,Olympus BX51 light microscope,-,1/100sec,-,-
2012,Creative Visions,Specially commended,Sony NEX-5,Nikon 50mm f1.4 lens,50mm,1/640sec,f1.4,-
2012,Creative Visions,Commended,Canon EOS 5D Mark II,300mm f4 lens,300mm,1/250sec,f6.3,-
2012,Creative Visions,Commended,Mamiya 645,80mm f4.5 Linhof Technorama lens,80mm,1/30sec,f11,-
2012,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,15mm fisheye lens,15mm,1/60sec,f7.1,-
2012,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,Sigma 15mm f2.8 fisheye lens,15mm,-,f2.8,-
2012,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,500mm f4 lens,500mm,1/250sec,f4,-
2012,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,1/250sec,f9,-
2012,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,70-200mm f4 lens,200mm,-,f10,-
2012,Eric Hosking Portfolio Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,1/40sec,f2.8,-
2012,Gerald Durrell Award for Endangered Species,Winner,Canon EOS-1Ds Mark II,70-200mm f2.8 lens , 75mm,1/160sec,f4,-
2012,Gerald Durrell Award for Endangered Species,Runner-up,Canon EOS Rebel T1i,10-22mm f3.5-4.5 lens,22mm,1/200sec,f16,ISO400
2012,Gerald Durrell Award for Endangered Species,Specially commended,Canon EOS-1D Mark IV,600mm f4 lens,600mm,1/1250sec,f4,-
2012,Gerald Durrell Award for Endangered Species,Commended,Canon EOS 5D Mark II,16-35mm lens,35mm,1/12sec,f9,-
2012,Gerald Durrell Award for Endangered Species,Commended,Nikon D3X,600mm lens,600mm,1/800sec,f4,-
2012,Gerald Durrell Award for Endangered Species,Commended,Canon EOS-1D Mark IV,800mm lens,800mm,1/1600sec,f5.6,-
2012,World in Our Hands Award,Winner,Canon EOS 5D,15mm f2.8 lens,15mm,1/100sec,f3.5,-
2012,World in Our Hands Award,Runner-up,Mamiya 7 II,80mm f4 lens,80mm,-,f11,-
2012,World in Our Hands Award,Specially commended,Sony DSLR-A900,24mm f2 lens,24mm,1/200sec,f11,-
2012,World in Our Hands Award,Commended,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,-,f4.5,-
2012,World in Our Hands Award,Commended,Nikon D3,70-200mm f2.8 lens,200mm,1/1000sec,f11,-
2012,World in Our Hands Award,Commended,Canon EOS-1Ds Mark II,24-105mm f4 lens,105mm,1/250sec,f9,-
2012,World in Our Hands Award,Commended,Fujifilm FinePix S5 Pro,Nikon DX 17-55mm f2.8G lens,55mm,1/285sec,f5.6(+1.3e/v),-
2012,World in Our Hands Award,Commended,Nikon D3,600mm f4 lens,600mm,1/2000sec,f9,ISO640
2012,Wildlife Photojournalist Story Award,Winner,Canon EOS XTi,16mm-35mm f2.8 lens,16mm,1/160sec,f11,ISO200
2012,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f.2.8 lens,35mm,1/125sec,f8,-
2012,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,1/125sec,f8,-
2012,Wildlife Photojournalist Story Award,Winner,Canon EOS Rebel T2i,10-22mm f3.5-4.5 lens,22mm,1/200sec,f13,ISO400
2012,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f2.8 lens,35mm,1/125sec,f11,-
2012,Wildlife Photojournalist Story Award,Winner,Canon EOS 5D Mark II,16-35mm f2 lens , 24mm,1/8sec,f9,-
2012,Wildlife Photojournalist Story Award,Runner-up,Canon-1D Mark IV,70-200mm f2.8 lens,200mm,1/250sec,f5,-
2012,Wildlife Photojournalist Story Award,Runner-up,Canon 5D Mark II,16-35mm lens,35mm,1/10sec,f11,-
2012,Wildlife Photojournalist Story Award,Runner-up,Canon 5D Mark II,70-200mm f2.8 lens,200mm,1/60sec,f10,-
2012,Wildlife Photojournalist Story Award,Runner-up,Canon 5D Mark II,24mm f1.4 lens,24mm,1/250sec,f6.3,-
2012,Wildlife Photojournalist Story Award,Runner-up,Canon 5D Mark II,24-70mm f2.8 lens,70mm,1/250sec,f5.6,-
2012,Wildlife Photojournalist Story Award,Runner-up,Fuji FinePix X100,35mm f2 lens,35mm,1/180sec,f4,-
2012,10 Years and Under,Winner,Nikon D300,Sigma 400mm f5.6 lens,400mm,1/250sec,f5.6,ISO800
2012,10 Years and Under,Runner-up,Nikon D700,200-400mm f4 lens,400mm,1/4000sec,f4,ISO1000
2012,10 Years and Under,Commended,Canon EOS 50D,70-200mm f4 lens,200mm,1/15sec,f8,-
2012,10 Years and Under,Commended,Canon PowerShot A1100 IS,35-140mm lens,140mm,1/20sec,f2.7,-
2012,11-14 Years,Young Grand Title Winner 2012,Nikon D90,300mm f4 lens,300mm,1/1000sec,f5.6,-
2012,11-14 Years,Runner-up,Nikon D300,300mm f2.8 lens,300mm,1/1000sec,f4.5,-
2012,11-14 Years,Specially commended,Canon EOS 20D,60mm macro lens,60mm,1/250sec,f5.6,-
2012,15-17 Years,Winner,Canon EOS 450D,100mm f2.8 lens,100mm,1/250sec,f4.5,-
2012,15-17 Years,Runner-up,Canon EOS 350D,Sigma 105mm lens,105mm,1/125sec,f5,-
2012,15-17 Years,Specially commended,Canon EOS-1D Mark IV,70-200mm lens,200mm,1/1250sec,f5,-
2012,15-17 Years,Commended,Nikon D3,600mm f4 lens,600mm,1/400sec,f5.6,-
2012,15-17 Years,Commended,Nikon D300S,200-400mm f4 lens , 380mm,1/500sec,f4,-
2012,15-17 Years,Commended,Canon EOS-1D Mark II,300mm f2.8 lens,300mm,1/4000sec,f2.8,-
2011,Animals in their Environment,Winner,Canon EOS-1D Mark II N,300mm lens,300mm,1/6000sec,f8(+1e/v),-
